"id"	"species"	"A"	"B"
"1/tr|C8ZHE7|C8ZHE7_YEAS8"	"YEAST"	0.15707117617574	NA
"1/tr|C8ZHH4|C8ZHH4_YEAS8"	"YEAST"	0.149159337547079	0.0377495096352847
"1/tr|C8ZHK4|C8ZHK4_YEAS8"	"YEAST"	0.140807890811088	NA
"1/tr|C8ZHT4|C8ZHT4_YEAS8"	"YEAST"	0.163598274537919	0.030550639381031
"1/tr|C8ZI04|C8ZI04_YEAS8"	"YEAST"	0.114061224794917	0.0398538748718398
"1/tr|C8ZI60|C8ZI60_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZI78|C8ZI78_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZIA6|C8ZIA6_YEAS8"	"YEAST"	0.024050534570635	0.0366907782450805
"1/tr|C8ZII8|C8ZII8_YEAS8"	"YEAST"	0.0972387048959286	NA
"1/tr|C8ZIN4|C8ZIN4_YEAS8"	"YEAST"	0.0677311725737425	0.148938050911731
"1/tr|C8ZIS4|C8ZIS4_YEAS8"	"YEAST"	0.0742941373776455	0.0196686183497981
"1/tr|C8ZIU6|C8ZIU6_YEAS8"	"YEAST"	NA	NA
"1/tr|C8ZJ57|C8ZJ57_YEAS8"	"YEAST"	0.0404786007804857	0.182488782976963
"1/tr|C8ZJM0|C8ZJM0_YEAS8"	"YEAST"	0.0692533746439408	0.0206393930777431
"1/tr|D3UEI2|D3UEI2_YEAS8"	"YEAST"	NA	NA
"1/tr|D3UEK2|D3UEK2_YEAS8"	"YEAST"	0.10378775331881	0.108441188193547
"1/tr|D3UEK4|D3UEK4_YEAS8"	"YEAST"	0.14787097154269	0.0250080132136253
"1/tr|D3UEL8|D3UEL8_YEAS8"	"YEAST"	0.0583339795387212	0.0254164335224284
"1/tr|D3UES2|D3UES2_YEAS8"	"YEAST"	0.994238693040095	NA
"1/tr|D3UET6|D3UET6_YEAS8"	"YEAST"	0.025249049512379	NA
"1/tr|D3UEY2|D3UEY2_YEAS8"	"YEAST"	0.132177153805297	0.16641998755468
"1/tr|D3UF49|D3UF49_YEAS8"	"YEAST"	0.0486929999763266	0.0750606984392575
"1/tr|D3UF52|D3UF52_YEAS8"	"YEAST"	NA	NA
"2/tr|C8Z4T0|C8Z4T0_YEAS8/tr|C8ZFU7|C8ZFU7_YEAS8"	"YEAST"	0.0889893813389514	NA
"2/tr|C8Z6H2|C8Z6H2_YEAS8/tr|C8Z6C2|C8Z6C2_YEAS8"	"YEAST"	0.053976730632151	0.0581715584134346
"2/tr|C8ZCU8|C8ZCU8_YEAS8/tr|C8Z3H3|C8Z3H3_YEAS8"	"YEAST"	0.0331360883608578	0.0269867100277342
"2/tr|C8ZD20|C8ZD20_YEAS8/tr|C8Z9A6|C8Z9A6_YEAS8"	"YEAST"	0.0620809916343957	0.0111840547257666
"2/tr|C8ZEE2|C8ZEE2_YEAS8/tr|C8ZE49|C8ZE49_YEAS8"	"YEAST"	0.0259185360908642	0.114632266961623
"2/tr|C8ZEV7|C8ZEV7_YEAS8/tr|C8ZC48|C8ZC48_YEAS8"	"YEAST"	0.0255529221930126	0.048395372184392
"2/tr|C8ZGH9|C8ZGH9_YEAS8/tr|C8ZAD6|C8ZAD6_YEAS8"	"YEAST"	NA	NA
"2/tr|C8ZIZ3|C8ZIZ3_YEAS8/tr|C8Z8N5|C8Z8N5_YEAS8"	"YEAST"	0.0800878358619411	0.112231703498609
"2/tr|D3UEZ6|D3UEZ6_YEAS8/tr|C8Z4V7|C8Z4V7_YEAS8"	"YEAST"	0.112185559059872	0.136556223555561
"3/sp|P00330|ADH1_YEAST/tr|C8ZFH1|C8ZFH1_YEAS8/tr|C8ZHN0|C8ZHN0_YEAS8"	"YEAST"	0.0704566104141494	0.0175115903886972
"3/tr|C8Z570|C8Z570_YEAS8/tr|C8Z5L5|C8Z5L5_YEAS8/tr|C8ZEC7|C8ZEC7_YEAS8"	"YEAST"	NA	NA
"3/tr|C8Z985|C8Z985_YEAS8/tr|C8ZBG4|C8ZBG4_YEAS8/tr|C8ZBG2|C8ZBG2_YEAS8"	"YEAST"	0.114441060141003	0.0102503225458912
"4/tr|C8Z5H4|C8Z5H4_YEAS8/tr|C8Z494|C8Z494_YEAS8/tr|C8Z9Y3|C8Z9Y3_YEAS8/tr|C8Z493|C8Z493_YEAS8"	"YEAST"	0.0321353644779061	0.0194830692108885
"1/sp|P00452|RIR1_ECOLI"	"ECOLI"	0.405687322311083	0.0681313462821026
"1/sp|P00547|KHSE_ECOLI"	"ECOLI"	NA	0.0829703780147929
"1/sp|P05020|PYRC_ECOLI"	"ECOLI"	NA	0.0641685104711231
"1/sp|P05791|ILVD_ECOLI"	"ECOLI"	NA	0.574826976159683
"1/sp|P06612|TOP1_ECOLI"	"ECOLI"	NA	0.238524481322746
"1/sp|P06720|AGAL_ECOLI"	"ECOLI"	0.0834229817767786	0.297371932005955
"1/sp|P06987|HIS7_ECOLI"	"ECOLI"	NA	0.175407848951791
"1/sp|P07001|PNTA_ECOLI"	"ECOLI"	NA	0.0698853857923895
"1/sp|P09394|GLPQ_ECOLI"	"ECOLI"	NA	0.083546234976244
"1/sp|P0A705|IF2_ECOLI"	"ECOLI"	0.045838843391932	0.046071343006539
"1/sp|P0A734|MINE_ECOLI"	"ECOLI"	0.512619878052606	0.237644989209091
"1/sp|P0A761|NANE_ECOLI"	"ECOLI"	NA	0.0846643238882223
"1/sp|P0A7E9|PYRH_ECOLI"	"ECOLI"	0.125679420339449	0.0676879673754688
"1/sp|P0A7K6|RL19_ECOLI"	"ECOLI"	0.0272345506337125	0.026585016510102
"1/sp|P0A7Z0|RPIA_ECOLI"	"ECOLI"	0.1994539594514	0.036391859610626
"1/sp|P0A855|TOLB_ECOLI"	"ECOLI"	0.0969570193297628	0.0239078804994751
"1/sp|P0A887|UBIE_ECOLI"	"ECOLI"	0.0033844777569859	0.04853664570407
"1/sp|P0A8D0|NRDR_ECOLI"	"ECOLI"	NA	0.341741317816885
"1/sp|P0A8I5|TRMB_ECOLI"	"ECOLI"	NA	0.10705869433272
"1/sp|P0A8T1|PRMA_ECOLI"	"ECOLI"	NA	0.0147034969902737
"1/sp|P0A8Y5|YIDA_ECOLI"	"ECOLI"	NA	0.213567453727903
"1/sp|P0A9A6|FTSZ_ECOLI"	"ECOLI"	0.0586834368124471	0.0173960725761514
"1/sp|P0A9B2|G3P1_ECOLI"	"ECOLI"	0.072958297204411	0.0252017106868389
"1/sp|P0A9C5|GLNA_ECOLI"	"ECOLI"	0.105408391992245	0.075066847181685
"1/sp|P0A9D4|CYSE_ECOLI"	"ECOLI"	NA	0.094627343306976
"1/sp|P0A9G6|ACEA_ECOLI"	"ECOLI"	0.0380646100819092	0.0381557739535607
"1/sp|P0A9S1|FUCO_ECOLI"	"ECOLI"	NA	0.203030774213617
"1/sp|P0A9Y6|CSPC_ECOLI"	"ECOLI"	0.0697099664085952	0.171590661502713
"1/sp|P0AA43|RSUA_ECOLI"	"ECOLI"	NA	0.102186718421682
"1/sp|P0AAJ5|FDOH_ECOLI"	"ECOLI"	0.0102758190481043	0.0357235446650159
"1/sp|P0AB38|LPOB_ECOLI"	"ECOLI"	0.102214889919461	0.0703669465279071
"1/sp|P0ABB4|ATPB_ECOLI"	"ECOLI"	0.101239670540062	0.0273437309324468
"1/sp|P0ABH7|CISY_ECOLI"	"ECOLI"	0.0827668970932503	0.0179792999541215
"1/sp|P0ACA7|GSTB_ECOLI"	"ECOLI"	NA	0.0233300152337588
"1/sp|P0ACF8|HNS_ECOLI"	"ECOLI"	0.0534063002015608	0.0322269132827616
"1/sp|P0ACG1|STPA_ECOLI"	"ECOLI"	NA	0.0859346470496018
"1/sp|P0ACQ4|OXYR_ECOLI"	"ECOLI"	NA	NA
"1/sp|P0ACY3|YEAG_ECOLI"	"ECOLI"	0.0464556922668885	0.0780676130982263
"1/sp|P0AD61|KPYK1_ECOLI"	"ECOLI"	0.0559892165394911	0.0480096565877944
"1/sp|P0ADN2|YIFE_ECOLI"	"ECOLI"	NA	0.079912497434518
"1/sp|P0ADV1|LPTA_ECOLI"	"ECOLI"	NA	NA
"1/sp|P0ADZ0|RL23_ECOLI"	"ECOLI"	NA	0.119130781957784
"1/sp|P0AE22|APHA_ECOLI"	"ECOLI"	NA	0.0294888039149034
"1/sp|P0AEZ3|MIND_ECOLI"	"ECOLI"	0.120620390828947	0.0382487244923864
"1/sp|P0AF98|LPTF_ECOLI"	"ECOLI"	NA	0.420081394471986
"1/sp|P0AFC3|NUOA_ECOLI"	"ECOLI"	NA	0.0749177738923968
"1/sp|P0AFU8|RISA_ECOLI"	"ECOLI"	0.242262885120148	0.129517335293917
"1/sp|P0AFY8|SEQA_ECOLI"	"ECOLI"	NA	0.132261699039209
"1/sp|P0AG07|RPE_ECOLI"	"ECOLI"	NA	0.266154746591593
"1/sp|P0AG82|PSTS_ECOLI"	"ECOLI"	NA	0.10829471071035
"1/sp|P0C018|RL18_ECOLI"	"ECOLI"	0.187877835071176	0.0128946383443527
"1/sp|P13029|KATG_ECOLI"	"ECOLI"	0.0784676553600359	0.0307674323441705
"1/sp|P17445|BETB_ECOLI"	"ECOLI"	NA	0.10013177120248
"1/sp|P17952|MURC_ECOLI"	"ECOLI"	NA	0.0315160261892083
"1/sp|P18843|NADE_ECOLI"	"ECOLI"	0.470367793273274	0.0594061505446009
"1/sp|P24255|RP54_ECOLI"	"ECOLI"	NA	NA
"1/sp|P25738|MSYB_ECOLI"	"ECOLI"	NA	0.0494293937225103
"1/sp|P25745|MNMA_ECOLI"	"ECOLI"	NA	NA
"1/sp|P25894|LOIP_ECOLI"	"ECOLI"	NA	0.321660379192488
"1/sp|P28861|FENR_ECOLI"	"ECOLI"	NA	0.131057134776984
"1/sp|P29217|YCEH_ECOLI"	"ECOLI"	NA	0.0178171988820862
"1/sp|P30011|NADC_ECOLI"	"ECOLI"	NA	0.0920251590833966
"1/sp|P30139|THIG_ECOLI"	"ECOLI"	NA	0.286026936203187
"1/sp|P30863|DKGB_ECOLI"	"ECOLI"	NA	0.0964434831955173
"1/sp|P30864|YAFC_ECOLI"	"ECOLI"	NA	NA
"1/sp|P33136|OPGG_ECOLI"	"ECOLI"	0.0936599164570747	0.0207434230384395
"1/sp|P33570|TKT2_ECOLI"	"ECOLI"	0.243943522564509	0.0166350185441468
"1/sp|P37637|MDTF_ECOLI"	"ECOLI"	0.321273470793229	0.0703452940525616
"1/sp|P37645|YHJG_ECOLI"	"ECOLI"	NA	0.0383231248402447
"1/sp|P37760|RMLD_ECOLI"	"ECOLI"	NA	0.193501115924991
"1/sp|P39173|YEAD_ECOLI"	"ECOLI"	0.0945157377823446	0.062905557250861
"1/sp|P39286|RSGA_ECOLI"	"ECOLI"	NA	0.142831801547295
"1/sp|P39342|YJGR_ECOLI"	"ECOLI"	NA	0.0554192072955921
"1/sp|P39406|RSMC_ECOLI"	"ECOLI"	NA	0.080824408992322
"1/sp|P42632|TDCE_ECOLI"	"ECOLI"	0.37411968267711	0.0967246271089342
"1/sp|P42641|OBG_ECOLI"	"ECOLI"	NA	0.155302115176602
"1/sp|P45523|FKBA_ECOLI"	"ECOLI"	0.251981668299325	0.049451295547416
"1/sp|P52007|YECM_ECOLI"	"ECOLI"	NA	0.0326567240925876
"1/sp|P61714|RISB_ECOLI"	"ECOLI"	0.0276604821644114	0.0801769972864274
"1/sp|P64429|YPFJ_ECOLI"	"ECOLI"	NA	0.0720460912144641
"1/sp|P66948|YFGC_ECOLI"	"ECOLI"	NA	0.0325544263163083
"1/sp|P69874|POTA_ECOLI"	"ECOLI"	NA	0.0775725031366788
"1/sp|P69910|DCEB_ECOLI"	"ECOLI"	0.0527621195750113	0.188514040318662
"1/sp|P75849|YCBL_ECOLI"	"ECOLI"	NA	0.0469296354261326
"1/sp|P75874|YCCU_ECOLI"	"ECOLI"	0.0250407807336806	0.0452737958018199
"1/sp|P76004|YCGM_ECOLI"	"ECOLI"	NA	0.0744464361478593
"1/sp|P76097|YDCJ_ECOLI"	"ECOLI"	NA	0.0372694860674409
"1/sp|P76113|CURA_ECOLI"	"ECOLI"	0.0544196382131781	0.0489308918455044
"1/sp|P76268|KDGR_ECOLI"	"ECOLI"	NA	0.102978342902199
"1/sp|P76316|DCYD_ECOLI"	"ECOLI"	NA	0.0555309742233137
"1/sp|P76417|YEGT_ECOLI"	"ECOLI"	NA	0.0661356257022103
"1/sp|P77522|SUFB_ECOLI"	"ECOLI"	NA	0.264381268181022
"1/sp|Q46814|XDHD_ECOLI"	"ECOLI"	NA	NA
"2/sp|P0CE48|EFTU2_ECOLI/sp|P0CE47|EFTU1_ECOLI"	"ECOLI"	0.0768853826142597	0.0641483388429984
