"id"	"species"	"A"	"B"
"1/tr|C8ZIU6|C8ZIU6_YEAS8"	"YEAST"	73205.7109162223	NA
"1/tr|C8ZJ57|C8ZJ57_YEAS8"	"YEAST"	288019.903281104	149440.897506981
"1/tr|C8ZJM0|C8ZJM0_YEAS8"	"YEAST"	1401694.79604789	621955.70417888
"1/tr|D3UEI2|D3UEI2_YEAS8"	"YEAST"	59569.458457537	NA
"1/tr|D3UEK2|D3UEK2_YEAS8"	"YEAST"	288798.744692779	157103.616241157
"1/tr|D3UEK4|D3UEK4_YEAS8"	"YEAST"	133190.542599176	67618.0300309263
"1/tr|D3UEL8|D3UEL8_YEAS8"	"YEAST"	552235.030509268	262986.833476813
"1/tr|D3UES2|D3UES2_YEAS8"	"YEAST"	444113.306595267	131710.577239492
"1/tr|D3UET6|D3UET6_YEAS8"	"YEAST"	41022.0850073239	NA
"1/tr|D3UEY2|D3UEY2_YEAS8"	"YEAST"	133354.692533583	64251.9666610553
"1/tr|D3UF49|D3UF49_YEAS8"	"YEAST"	189843.399364689	75025.5826500821
"1/tr|D3UF52|D3UF52_YEAS8"	"YEAST"	111943.957258258	NA
"2/tr|C8Z4T0|C8Z4T0_YEAS8/tr|C8ZFU7|C8ZFU7_YEAS8"	"YEAST"	111902.55248637	NA
"2/tr|C8Z6H2|C8Z6H2_YEAS8/tr|C8Z6C2|C8Z6C2_YEAS8"	"YEAST"	1160487.61882649	505620.264418866
"2/tr|C8ZCU8|C8ZCU8_YEAS8/tr|C8Z3H3|C8Z3H3_YEAS8"	"YEAST"	5812439.1982659	2992509.24261869
"2/tr|C8ZD20|C8ZD20_YEAS8/tr|C8Z9A6|C8Z9A6_YEAS8"	"YEAST"	7640314.11993948	3510078.66372176
"2/tr|C8ZEE2|C8ZEE2_YEAS8/tr|C8ZE49|C8ZE49_YEAS8"	"YEAST"	2763370.97073891	1286818.89657019
"2/tr|C8ZEV7|C8ZEV7_YEAS8/tr|C8ZC48|C8ZC48_YEAS8"	"YEAST"	217302.12131892	102083.832055304
"2/tr|C8ZGH9|C8ZGH9_YEAS8/tr|C8ZAD6|C8ZAD6_YEAS8"	"YEAST"	116915.969103556	NA
"2/tr|C8ZIZ3|C8ZIZ3_YEAS8/tr|C8Z8N5|C8Z8N5_YEAS8"	"YEAST"	5790059.5915927	2562783.40499816
"2/tr|D3UEZ6|D3UEZ6_YEAS8/tr|C8Z4V7|C8Z4V7_YEAS8"	"YEAST"	366639.021099235	160347.475379448
"3/sp|P00330|ADH1_YEAST/tr|C8ZFH1|C8ZFH1_YEAS8/tr|C8ZHN0|C8ZHN0_YEAS8"	"YEAST"	24072315.2921847	10745673.5635857
"3/tr|C8Z570|C8Z570_YEAS8/tr|C8Z5L5|C8Z5L5_YEAS8/tr|C8ZEC7|C8ZEC7_YEAS8"	"YEAST"	642749.899316269	NA
"3/tr|C8Z985|C8Z985_YEAS8/tr|C8ZBG4|C8ZBG4_YEAS8/tr|C8ZBG2|C8ZBG2_YEAS8"	"YEAST"	54340082.1714218	29854625.78793
"4/tr|C8Z5H4|C8Z5H4_YEAS8/tr|C8Z494|C8Z494_YEAS8/tr|C8Z9Y3|C8Z9Y3_YEAS8/tr|C8Z493|C8Z493_YEAS8"	"YEAST"	447218.272888464	233724.814933107
"1/sp|P00452|RIR1_ECOLI"	"ECOLI"	99483.3032802286	306997.743735326
"1/sp|P00547|KHSE_ECOLI"	"ECOLI"	NA	81681.6990573647
"1/sp|P05020|PYRC_ECOLI"	"ECOLI"	NA	162012.829701736
"1/sp|P05791|ILVD_ECOLI"	"ECOLI"	NA	51503.4718644033
"1/sp|P06612|TOP1_ECOLI"	"ECOLI"	56992.1453063942	237596.751482327
"1/sp|P06720|AGAL_ECOLI"	"ECOLI"	557795.796930388	1595483.16891464
"1/sp|P06987|HIS7_ECOLI"	"ECOLI"	NA	80255.3321614285
"1/sp|P07001|PNTA_ECOLI"	"ECOLI"	45690.6379359302	231967.546088262
"1/sp|P09394|GLPQ_ECOLI"	"ECOLI"	NA	144345.310399452
"1/sp|P0A705|IF2_ECOLI"	"ECOLI"	193312.770567953	727382.565943741
"1/sp|P0A734|MINE_ECOLI"	"ECOLI"	40940.2688580418	128855.879010192
"1/sp|P0A761|NANE_ECOLI"	"ECOLI"	NA	171963.739972625
"1/sp|P0A7E9|PYRH_ECOLI"	"ECOLI"	72250.9782423216	251281.292234115
"1/sp|P0A7K6|RL19_ECOLI"	"ECOLI"	439352.785052555	1718833.44363554
"1/sp|P0A7Z0|RPIA_ECOLI"	"ECOLI"	174690.171872069	693481.183397806
"1/sp|P0A855|TOLB_ECOLI"	"ECOLI"	111796.319085829	435276.168959408
"1/sp|P0A887|UBIE_ECOLI"	"ECOLI"	76899.602882632	230902.608126192
"1/sp|P0A8D0|NRDR_ECOLI"	"ECOLI"	NA	125894.850337064
"1/sp|P0A8I5|TRMB_ECOLI"	"ECOLI"	37941.8777039261	104175.043171203
"1/sp|P0A8T1|PRMA_ECOLI"	"ECOLI"	NA	60099.9699268067
"1/sp|P0A8Y5|YIDA_ECOLI"	"ECOLI"	NA	80332.5408414312
"1/sp|P0A9A6|FTSZ_ECOLI"	"ECOLI"	112961.651015538	393404.990220117
"1/sp|P0A9B2|G3P1_ECOLI"	"ECOLI"	6844627.77461727	27547501.2970732
"1/sp|P0A9C5|GLNA_ECOLI"	"ECOLI"	56982.7218192255	379964.466159987
"1/sp|P0A9D4|CYSE_ECOLI"	"ECOLI"	NA	94687.5413180563
"1/sp|P0A9G6|ACEA_ECOLI"	"ECOLI"	5487570.64875145	22271121.4517538
"1/sp|P0A9S1|FUCO_ECOLI"	"ECOLI"	NA	119842.128655059
"1/sp|P0A9Y6|CSPC_ECOLI"	"ECOLI"	138201.869554293	403922.013107243
"1/sp|P0AA43|RSUA_ECOLI"	"ECOLI"	NA	143381.110819985
"1/sp|P0AAJ5|FDOH_ECOLI"	"ECOLI"	46425.0667286074	158353.192539226
"1/sp|P0AB38|LPOB_ECOLI"	"ECOLI"	65958.5215936638	235282.043740966
"1/sp|P0ABB4|ATPB_ECOLI"	"ECOLI"	449292.88177653	1667378.90466072
"1/sp|P0ABH7|CISY_ECOLI"	"ECOLI"	348272.505888891	1332080.33410626
"1/sp|P0ACA7|GSTB_ECOLI"	"ECOLI"	NA	184270.57161364
"1/sp|P0ACF8|HNS_ECOLI"	"ECOLI"	573073.678225587	2363566.50204125
"1/sp|P0ACG1|STPA_ECOLI"	"ECOLI"	65919.9315940455	213137.598075365
"1/sp|P0ACQ4|OXYR_ECOLI"	"ECOLI"	NA	64392.3089031533
"1/sp|P0ACY3|YEAG_ECOLI"	"ECOLI"	63205.5275807231	267439.151164418
"1/sp|P0AD61|KPYK1_ECOLI"	"ECOLI"	809997.191761737	3114146.83981242
"1/sp|P0ADN2|YIFE_ECOLI"	"ECOLI"	58320.5915352368	252004.211131761
"1/sp|P0ADV1|LPTA_ECOLI"	"ECOLI"	NA	103570.611665724
"1/sp|P0ADZ0|RL23_ECOLI"	"ECOLI"	NA	188724.544665148
"1/sp|P0AE22|APHA_ECOLI"	"ECOLI"	NA	62750.9356786118
"1/sp|P0AEZ3|MIND_ECOLI"	"ECOLI"	129452.505598051	432320.422747727
"1/sp|P0AF98|LPTF_ECOLI"	"ECOLI"	NA	65946.3027098182
"1/sp|P0AFC3|NUOA_ECOLI"	"ECOLI"	84077.4300060387	168711.216717315
"1/sp|P0AFU8|RISA_ECOLI"	"ECOLI"	75054.1375235685	252284.031603625
"1/sp|P0AFY8|SEQA_ECOLI"	"ECOLI"	NA	114634.79340664
"1/sp|P0AG07|RPE_ECOLI"	"ECOLI"	NA	201123.870631917
"1/sp|P0AG82|PSTS_ECOLI"	"ECOLI"	NA	74057.8549107606
"1/sp|P0C018|RL18_ECOLI"	"ECOLI"	540358.199401855	2782067.14211667
"1/sp|P13029|KATG_ECOLI"	"ECOLI"	541240.52512318	1740154.94271083
"1/sp|P17445|BETB_ECOLI"	"ECOLI"	NA	50258.3383448835
"1/sp|P17952|MURC_ECOLI"	"ECOLI"	NA	66897.6860714771
"1/sp|P18843|NADE_ECOLI"	"ECOLI"	149615.072043123	540139.696231115
"1/sp|P24255|RP54_ECOLI"	"ECOLI"	NA	30076.6345891777
"1/sp|P25738|MSYB_ECOLI"	"ECOLI"	131283.665892795	535191.836930377
"1/sp|P25745|MNMA_ECOLI"	"ECOLI"	NA	49530.8371767814
"1/sp|P25894|LOIP_ECOLI"	"ECOLI"	NA	82516.0942968573
"1/sp|P28861|FENR_ECOLI"	"ECOLI"	NA	97383.3256747588
"1/sp|P29217|YCEH_ECOLI"	"ECOLI"	NA	106468.500075385
"1/sp|P30011|NADC_ECOLI"	"ECOLI"	NA	39263.0176287736
"1/sp|P30139|THIG_ECOLI"	"ECOLI"	NA	92553.6414614095
"1/sp|P30863|DKGB_ECOLI"	"ECOLI"	NA	51574.9872881767
"1/sp|P30864|YAFC_ECOLI"	"ECOLI"	NA	29161.0825820468
"1/sp|P33136|OPGG_ECOLI"	"ECOLI"	128240.260394161	434028.900106328
"1/sp|P33570|TKT2_ECOLI"	"ECOLI"	380740.25179425	1137914.128751
"1/sp|P37637|MDTF_ECOLI"	"ECOLI"	43003.6980222905	215749.215688673
"1/sp|P37645|YHJG_ECOLI"	"ECOLI"	NA	82627.0549658696
"1/sp|P37760|RMLD_ECOLI"	"ECOLI"	NA	78445.0859462745
"1/sp|P39173|YEAD_ECOLI"	"ECOLI"	252260.870698634	910755.87979094
"1/sp|P39286|RSGA_ECOLI"	"ECOLI"	NA	60924.3735506693
"1/sp|P39342|YJGR_ECOLI"	"ECOLI"	30181.589325749	76717.1165331854
"1/sp|P39406|RSMC_ECOLI"	"ECOLI"	NA	98277.1465289086
"1/sp|P42632|TDCE_ECOLI"	"ECOLI"	52226.3327889517	198836.763097207
"1/sp|P42641|OBG_ECOLI"	"ECOLI"	NA	115338.947447664
"1/sp|P45523|FKBA_ECOLI"	"ECOLI"	200097.102987182	1024494.34591149
"1/sp|P52007|YECM_ECOLI"	"ECOLI"	NA	42174.2412033002
"1/sp|P61714|RISB_ECOLI"	"ECOLI"	101842.249511556	397539.279957202
"1/sp|P64429|YPFJ_ECOLI"	"ECOLI"	NA	31873.8842149554
"1/sp|P66948|YFGC_ECOLI"	"ECOLI"	NA	61317.6280910894
"1/sp|P69874|POTA_ECOLI"	"ECOLI"	NA	115677.687762675
"1/sp|P69910|DCEB_ECOLI"	"ECOLI"	943662.943306115	3137596.77970242
"1/sp|P75849|YCBL_ECOLI"	"ECOLI"	NA	101141.266388768
"1/sp|P75874|YCCU_ECOLI"	"ECOLI"	97055.3944649663	375318.773189999
"1/sp|P76004|YCGM_ECOLI"	"ECOLI"	33266.3609805234	118884.791850652
"1/sp|P76097|YDCJ_ECOLI"	"ECOLI"	NA	96279.2147340703
"1/sp|P76113|CURA_ECOLI"	"ECOLI"	128507.085497554	473692.904602311
"1/sp|P76268|KDGR_ECOLI"	"ECOLI"	NA	141368.713968944
"1/sp|P76316|DCYD_ECOLI"	"ECOLI"	67650.2806770905	208560.219964022
"1/sp|P76417|YEGT_ECOLI"	"ECOLI"	NA	111954.063933001
"1/sp|P77522|SUFB_ECOLI"	"ECOLI"	NA	60264.515604328
"1/sp|Q46814|XDHD_ECOLI"	"ECOLI"	NA	42335.5139731996
"2/sp|P0CE48|EFTU2_ECOLI/sp|P0CE47|EFTU1_ECOLI"	"ECOLI"	11799737.9232639	47795166.1441618
