"entry","species","logratio","sample1means","sample2means"
"2/tr|C8Z6H2|C8Z6H2_YEAS8/tr|C8Z6C2|C8Z6C2_YEAS8","YEAST",1.14789822931937,1160487.61882649,505620.264418866
"2/tr|C8ZCU8|C8ZCU8_YEAS8/tr|C8Z3H3|C8Z3H3_YEAS8","YEAST",0.907081305822233,5812439.1982659,2992509.24261869
"2/tr|C8ZD20|C8ZD20_YEAS8/tr|C8Z9A6|C8Z9A6_YEAS8","YEAST",1.07142188002377,7640314.11993948,3510078.66372176
"2/tr|C8ZEE2|C8ZEE2_YEAS8/tr|C8ZE49|C8ZE49_YEAS8","YEAST",1.05191351315275,2763370.97073891,1286818.89657019
"2/tr|C8ZEV7|C8ZEV7_YEAS8/tr|C8ZC48|C8ZC48_YEAS8","YEAST",1.03924115588972,217302.12131892,102083.832055304
"2/tr|C8ZIZ3|C8ZIZ3_YEAS8/tr|C8Z8N5|C8Z8N5_YEAS8","YEAST",1.12515993212513,5790059.5915927,2562783.40499816
"2/tr|D3UEZ6|D3UEZ6_YEAS8/tr|C8Z4V7|C8Z4V7_YEAS8","YEAST",1.14245198894105,366639.021099235,160347.475379448
"3/sp|P00330|ADH1_YEAST/tr|C8ZFH1|C8ZFH1_YEAS8/tr|C8ZHN0|C8ZHN0_YEAS8","YEAST",1.11291228004299,24072315.2921847,10745673.5635857
"3/tr|C8Z985|C8Z985_YEAS8/tr|C8ZBG4|C8ZBG4_YEAS8/tr|C8ZBG2|C8ZBG2_YEAS8","YEAST",0.813355550945027,54340082.1714218,29854625.78793
"4/tr|C8Z5H4|C8Z5H4_YEAS8/tr|C8Z494|C8Z494_YEAS8/tr|C8Z9Y3|C8Z9Y3_YEAS8/tr|C8Z493|C8Z493_YEAS8","YEAST",0.885461510172248,447218.272888464,233724.814933107
"1/sp|P00452|RIR1_ECOLI","ECOLI",-1.67640844619315,99483.3032802286,306997.743735326
"1/sp|P06612|TOP1_ECOLI","ECOLI",-2.11038681704009,56992.1453063942,237596.751482327
"1/sp|P06720|AGAL_ECOLI","ECOLI",-1.56689113161018,557795.796930388,1595483.16891464
"1/sp|P07001|PNTA_ECOLI","ECOLI",-2.39465919616448,45690.6379359302,231967.546088262
"1/sp|P0A705|IF2_ECOLI","ECOLI",-1.96248411064107,193312.770567953,727382.565943741
"1/sp|P0A734|MINE_ECOLI","ECOLI",-1.70487259023532,40940.2688580418,128855.879010192
"1/sp|P0A7E9|PYRH_ECOLI","ECOLI",-1.84892095187871,72250.9782423216,251281.292234115
"1/sp|P0A7K6|RL19_ECOLI","ECOLI",-2.01868471976715,439352.785052555,1718833.44363554
"1/sp|P0A7Z0|RPIA_ECOLI","ECOLI",-2.03976500443626,174690.171872069,693481.183397806
"1/sp|P0A855|TOLB_ECOLI","ECOLI",-2.01176505867542,111796.319085829,435276.168959408
"1/sp|P0A887|UBIE_ECOLI","ECOLI",-1.63694312667137,76899.602882632,230902.608126192
"1/sp|P0A8I5|TRMB_ECOLI","ECOLI",-1.50785342562198,37941.8777039261,104175.043171203
"1/sp|P0A9A6|FTSZ_ECOLI","ECOLI",-1.85088888878695,112961.651015538,393404.990220117
"1/sp|P0A9B2|G3P1_ECOLI","ECOLI",-2.05958418362302,6844627.77461727,27547501.2970732
"1/sp|P0A9C5|GLNA_ECOLI","ECOLI",-2.78797477674805,56982.7218192255,379964.466159987
"1/sp|P0A9G6|ACEA_ECOLI","ECOLI",-2.07164140339276,5487570.64875145,22271121.4517538
"1/sp|P0A9Y6|CSPC_ECOLI","ECOLI",-1.59800635137002,138201.869554293,403922.013107243
"1/sp|P0AAJ5|FDOH_ECOLI","ECOLI",-1.82087677555267,46425.0667286074,158353.192539226
"1/sp|P0AB38|LPOB_ECOLI","ECOLI",-1.88546696453246,65958.5215936638,235282.043740966
"1/sp|P0ABB4|ATPB_ECOLI","ECOLI",-1.94256058832506,449292.88177653,1667378.90466072
"1/sp|P0ABH7|CISY_ECOLI","ECOLI",-1.98609931076519,348272.505888891,1332080.33410626
"1/sp|P0ACF8|HNS_ECOLI","ECOLI",-2.09487962955259,573073.678225587,2363566.50204125
"1/sp|P0ACG1|STPA_ECOLI","ECOLI",-1.74370517134026,65919.9315940455,213137.598075365
"1/sp|P0ACY3|YEAG_ECOLI","ECOLI",-2.13179475327588,63205.5275807231,267439.151164418
"1/sp|P0AD61|KPYK1_ECOLI","ECOLI",-1.9935548721807,809997.191761737,3114146.83981242
"1/sp|P0ADN2|YIFE_ECOLI","ECOLI",-2.16207729513741,58320.5915352368,252004.211131761
"1/sp|P0AEZ3|MIND_ECOLI","ECOLI",-1.79038481197121,129452.505598051,432320.422747727
"1/sp|P0AFC3|NUOA_ECOLI","ECOLI",-1.05547212855662,84077.4300060387,168711.216717315
"1/sp|P0AFU8|RISA_ECOLI","ECOLI",-1.79975209331436,75054.1375235685,252284.031603625
"1/sp|P0C018|RL18_ECOLI","ECOLI",-2.41487596772392,540358.199401855,2782067.14211667
"1/sp|P13029|KATG_ECOLI","ECOLI",-1.73558071003949,541240.52512318,1740154.94271083
"1/sp|P18843|NADE_ECOLI","ECOLI",-1.90278377238795,149615.072043123,540139.696231115
"1/sp|P25738|MSYB_ECOLI","ECOLI",-2.07807539255552,131283.665892795,535191.836930377
"1/sp|P33136|OPGG_ECOLI","ECOLI",-1.80964855947605,128240.260394161,434028.900106328
"1/sp|P33570|TKT2_ECOLI","ECOLI",-1.63021939686348,380740.25179425,1137914.128751
"1/sp|P37637|MDTF_ECOLI","ECOLI",-2.37752939349695,43003.6980222905,215749.215688673
"1/sp|P39173|YEAD_ECOLI","ECOLI",-1.90285467392569,252260.870698634,910755.87979094
"1/sp|P39342|YJGR_ECOLI","ECOLI",-1.39658642905166,30181.589325749,76717.1165331854
"1/sp|P42632|TDCE_ECOLI","ECOLI",-1.97944192377752,52226.3327889517,198836.763097207
"1/sp|P45523|FKBA_ECOLI","ECOLI",-2.40684654796795,200097.102987182,1024494.34591149
"1/sp|P61714|RISB_ECOLI","ECOLI",-2.0154679364541,101842.249511556,397539.279957202
"1/sp|P69910|DCEB_ECOLI","ECOLI",-1.78402311456737,943662.943306115,3137596.77970242
"1/sp|P75874|YCCU_ECOLI","ECOLI",-2.00194285832416,97055.3944649663,375318.773189999
"1/sp|P76004|YCGM_ECOLI","ECOLI",-1.88813492019254,33266.3609805234,118884.791850652
"1/sp|P76113|CURA_ECOLI","ECOLI",-1.93281086539831,128507.085497554,473692.904602311
"1/sp|P76316|DCYD_ECOLI","ECOLI",-1.67500289539611,67650.2806770905,208560.219964022
"2/sp|P0CE48|EFTU2_ECOLI/sp|P0CE47|EFTU1_ECOLI","ECOLI",-2.06881660953815,11799737.9232639,47795166.1441618
