"proteinID"	"species"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"
"C8Z8B5_YEAS8"	"YEAST"	145457.5	142291.5	159829.5	NA	NA	NA
"C8Z8C7_YEAS8"	"YEAST"	683085	634306.333333333	663714.666666667	82049.3333333333	137762.666666667	103891
"C8Z8H1_YEAS8"	"YEAST"	225674	202429.666666667	224076.5	82027	NA	NA
"C8Z8I5_YEAS8"	"YEAST"	236724.666666667	225766.333333333	216874	29575.5	28197.5	38675
"C8Z8K6_YEAS8"	"YEAST"	74047	96520	99598	NA	NA	NA
"C8Z8L2_YEAS8"	"YEAST"	NA	46813.5	352473	NA	NA	NA
"C8Z8L6_YEAS8"	"YEAST"	259955.333333333	256985.333333333	286220	NA	18090.5	23305.5
"C8Z8N2_YEAS8"	"YEAST"	89430	90001.5	124316	NA	NA	NA
"C8Z8N5_YEAS8"	"YEAST"	583089	429567.666666667	423648	NA	NA	NA
"C8Z8R3_YEAS8"	"YEAST"	62759.3333333333	61360.6666666667	104847.666666667	NA	NA	NA
"C8Z8S9_YEAS8"	"YEAST"	264926	289395	273641	18152.6666666667	20359.5	NA
"C8Z8T3_YEAS8"	"YEAST"	238911	145730	159819	35328	30155	30169
"C8Z8T9_YEAS8"	"YEAST"	69467	47112	53736.3333333333	NA	NA	NA
"C8Z8V5_YEAS8"	"YEAST"	100511.666666667	92636.3333333333	114873.5	NA	NA	NA
"C8Z8X6_YEAS8"	"YEAST"	76399.5	78451	87329.5	NA	NA	NA
"C8Z8X9_YEAS8"	"YEAST"	514645	390470	700205	93699	78499	61322.3333333333
"C8Z8Y0_YEAS8"	"YEAST"	407573.5	331726.666666667	315766.333333333	NA	13881	NA
"C8Z8Y1_YEAS8"	"YEAST"	78365.5	69988	NA	NA	NA	NA
"C8Z8Y8_YEAS8"	"YEAST"	195023	193519.333333333	192649.666666667	NA	13871	13031
"C8Z917_YEAS8"	"YEAST"	205073.333333333	207487.333333333	227478.666666667	NA	NA	NA
"C8Z949_YEAS8"	"YEAST"	246585	220413	205817.666666667	NA	NA	NA
"C8Z953_YEAS8"	"YEAST"	111099	NA	116550	NA	NA	NA
"C8Z975_YEAS8"	"YEAST"	1299043.33333333	1339919.33333333	1312520.33333333	294601	190051.333333333	308749.333333333
"C8Z985_YEAS8"	"YEAST"	2428805.33333333	2181514	1968540.66666667	689804.666666667	685712.666666667	697709
"C8Z986_YEAS8"	"YEAST"	72291.3333333333	37278.5	NA	NA	NA	NA
"C8Z996_YEAS8"	"YEAST"	141818	156794	127419.666666667	NA	NA	NA
"C8Z9B0_YEAS8"	"YEAST"	26388	26542	NA	62157	NA	NA
"C8Z9C6_YEAS8"	"YEAST"	976461.666666667	1018193.33333333	969035.333333333	120606	109103.666666667	110853
"C8Z9D1_YEAS8"	"YEAST"	343646	340147.666666667	284742.666666667	20048.6666666667	21689.6666666667	20147.3333333333
"C8Z9E6_YEAS8"	"YEAST"	998830.666666667	1018563	1735093.33333333	140528.666666667	134618	130339.333333333
"C8Z9E8_YEAS8"	"YEAST"	119108.5	120107	149634.5	NA	NA	NA
"C8Z9F6_YEAS8"	"YEAST"	49920.6666666667	47665.3333333333	59033.3333333333	NA	NA	NA
"C8Z9G2_YEAS8"	"YEAST"	21178	NA	NA	56694	51646.5	NA
"C8Z9H5_YEAS8"	"YEAST"	300925.5	296665	337580	NA	NA	NA
"C8Z9H8_YEAS8"	"YEAST"	158636.666666667	165644	162421.333333333	NA	10831	3450
"C8Z9K2_YEAS8"	"YEAST"	240347.333333333	244214.666666667	471973.666666667	128331	84448	87109
"C8Z9K6_YEAS8"	"YEAST"	22452.5	23600.5	56946.6666666667	NA	NA	NA
"C8Z9M0_YEAS8"	"YEAST"	75573	82972.6666666667	69076.3333333333	78927	59164.6666666667	71725.5
"C8Z9P2_YEAS8"	"YEAST"	4398.66666666667	5253.66666666667	3985.5	16128.5	14358	12821.3333333333
"C8Z9P7_YEAS8"	"YEAST"	133261	131900	117933	7330.5	8328	NA
"C8Z9P9_YEAS8"	"YEAST"	13687.5	14223.5	14232	NA	NA	NA
"C8Z9W2_YEAS8"	"YEAST"	NA	78403	105537	41595.3333333333	39796.3333333333	55396.5
"C8Z9X5_YEAS8"	"YEAST"	148254.333333333	153679	133399.666666667	NA	NA	NA
"C8Z9Z2_YEAS8"	"YEAST"	487542.5	491893	542702	NA	NA	NA
"C8ZA04_YEAS8"	"YEAST"	901444	928108	942781.5	120426.5	NA	117553.5
"C8ZA29_YEAS8"	"YEAST"	166594	161267.5	151584.5	NA	NA	NA
"C8ZA34_YEAS8"	"YEAST"	38071	26528.5	23827	NA	6929.5	NA
"C8ZA86_YEAS8"	"YEAST"	172617.666666667	189619.333333333	162806.333333333	NA	NA	8900
"C8ZA87_YEAS8"	"YEAST"	143256.333333333	146867.666666667	129518.333333333	10022	11672.5	11310
"C8ZA93_YEAS8"	"YEAST"	121253	92438.5	NA	NA	NA	NA
"C8ZA95_YEAS8"	"YEAST"	141070.333333333	135687.333333333	120943.333333333	10956.3333333333	7930	8833.33333333333
"C8ZAA7_YEAS8"	"YEAST"	121826.666666667	98509	105816	NA	NA	NA
"C8ZAB3_YEAS8"	"YEAST"	70839.5	57298	59303.5	NA	NA	NA
"C8ZAB8_YEAS8"	"YEAST"	67476.6666666667	82810.3333333333	76708	13882.3333333333	13519	NA
"C8ZAD6_YEAS8"	"YEAST"	111962.5	105533	NA	NA	NA	NA
"C8ZAE6_YEAS8"	"YEAST"	4850	3719	NA	NA	NA	NA
"C8ZAG7_YEAS8"	"YEAST"	217528.333333333	221160.666666667	209169.666666667	13207.3333333333	8947.66666666667	10503
"C8ZAJ3_YEAS8"	"YEAST"	337212.666666667	302707	374562.333333333	NA	NA	NA
"C8ZAJ5_YEAS8"	"YEAST"	165481.666666667	161997.666666667	163990.333333333	NA	NA	NA
"C8ZAK5_YEAS8"	"YEAST"	123449	134649.5	122950	NA	NA	NA
"C8ZAL3_YEAS8"	"YEAST"	28241	25001.6666666667	26113	NA	NA	NA
"C8ZAU0_YEAS8"	"YEAST"	181582.666666667	44444.5	45522	NA	NA	NA
"C8ZAY8_YEAS8"	"YEAST"	115803.333333333	95404.6666666667	69225.6666666667	14502.3333333333	15045	15983.3333333333
"C8ZB29_YEAS8"	"YEAST"	481355.5	470885	464935.5	NA	NA	NA
"C8ZB52_YEAS8"	"YEAST"	83745.5	75542	217775	NA	NA	NA
"C8ZB87_YEAS8"	"YEAST"	196008	170271.333333333	137739.333333333	125004.333333333	152295.5	6925
"C8ZBA6_YEAS8"	"YEAST"	58889	61521	66079	NA	NA	NA
"C8ZBC1_YEAS8"	"YEAST"	177862	179781.5	NA	NA	NA	NA
"C8ZBD0_YEAS8"	"YEAST"	NA	NA	NA	NA	11212	9927.5
"C8ZBD2_YEAS8"	"YEAST"	124061.666666667	118096.333333333	114392.666666667	28585.5	5880.33333333333	NA
"C8ZBG2_YEAS8"	"YEAST"	684122	671248.333333333	419608	57916	83092.5	NA
"C8ZBH4_YEAS8"	"YEAST"	2532.5	NA	NA	2555.5	NA	2439.5
"C8ZBH9_YEAS8"	"YEAST"	173543.666666667	170422	157716.666666667	382638	274287.5	347357.5
"C8ZBI7_YEAS8"	"YEAST"	1242490.33333333	1186014.33333333	1308885.66666667	174146.333333333	175853	160554.666666667
"C8ZBJ7_YEAS8"	"YEAST"	436864.333333333	719721	60680	NA	NA	NA
"C8ZBK3_YEAS8"	"YEAST"	82463.3333333333	94472.5	80630.5	NA	NA	10627.5
"C8ZBM4_YEAS8"	"YEAST"	552146.333333333	587968	365281.666666667	60893.6666666667	80510.3333333333	51986.6666666667
"C8ZBP1_YEAS8"	"YEAST"	497726.5	503201.5	473071	NA	NA	NA
"C8ZBQ2_YEAS8"	"YEAST"	56603.5	60400	76031.3333333333	NA	NA	NA
"C8ZBQ7_YEAS8"	"YEAST"	124778.333333333	115371.333333333	105076.666666667	9054	6205.33333333333	6972.66666666667
"C8ZBR9_YEAS8"	"YEAST"	463522.333333333	448746.666666667	478459	22987.5	30480.3333333333	19305.3333333333
"C8ZBS1_YEAS8"	"YEAST"	NA	NA	NA	63282	68337	57237.5
"C8ZBT8_YEAS8"	"YEAST"	469158	510127.333333333	407177.666666667	39276.5	32248	34548.6666666667
"C8ZBW8_YEAS8"	"YEAST"	34391	41029	38383	NA	NA	NA
"C8ZBW9_YEAS8"	"YEAST"	80445.5	78264.5	96781	NA	NA	NA
"C8ZBX0_YEAS8"	"YEAST"	122060.5	80702.6666666667	83575	NA	NA	NA
"C8ZBX6_YEAS8"	"YEAST"	NA	1733	NA	1536	6422	10894.5
"C8ZBZ3_YEAS8"	"YEAST"	346322.333333333	365072.333333333	377383	53662	48747.3333333333	49732
"C8ZC17_YEAS8"	"YEAST"	75853	NA	69875.5	NA	NA	NA
"C8ZC23_YEAS8"	"YEAST"	589563.666666667	592297.333333333	889755.333333333	84705.5	80984	NA
"C8ZC25_YEAS8"	"YEAST"	304333	236087.333333333	221813	NA	NA	NA
"C8ZC27_YEAS8"	"YEAST"	23043.6666666667	31829	99036.3333333333	NA	133267	196295.5
"C8ZC72_YEAS8"	"YEAST"	52125.5	43435	NA	NA	NA	NA
"C8ZC79_YEAS8"	"YEAST"	132841	125317.5	133687.5	NA	NA	NA
"C8ZC92_YEAS8"	"YEAST"	338023.333333333	333277.666666667	282755.333333333	32170	33248.5	31888
"C8ZCB2_YEAS8"	"YEAST"	1068727	1667719	1710486.66666667	418070	432922.666666667	397395.666666667
"C8ZCD4_YEAS8"	"YEAST"	86846.6666666667	88029	72583.6666666667	10394	8535.5	7612.5
"C8ZCF3_YEAS8"	"YEAST"	NA	NA	23389	NA	27704	22486
"C8ZCJ5_YEAS8"	"YEAST"	12116	13083	13894	12835.5	13435.5	NA
"C8ZCL1_YEAS8"	"YEAST"	161984.333333333	87698.6666666667	147614.666666667	31081	NA	NA
"C8ZCL8_YEAS8"	"YEAST"	332321.5	229665	224748.666666667	234353.333333333	172347.666666667	234405
"C8ZCM2_YEAS8"	"YEAST"	594647.333333333	509078	495887.666666667	43799	40131.5	34185
"C8ZCM8_YEAS8"	"YEAST"	136817	135181.333333333	86272.3333333333	13088.5	NA	11760.5
"C8ZCS5_YEAS8"	"YEAST"	767667.5	708673	739664	98259	120607	116000
"C8ZCS9_YEAS8"	"YEAST"	366664	487028	326363.333333333	NA	60378.5	NA
"C8ZCT4_YEAS8"	"YEAST"	15995	21793	13021.5	11390.5	6944.66666666667	NA
"C8ZCT9_YEAS8"	"YEAST"	37942.3333333333	27055.3333333333	NA	NA	8728	NA
"C8ZCU6_YEAS8"	"YEAST"	206236.666666667	209340.666666667	201066.666666667	14634.6666666667	14300	12321.6666666667
"C8ZCV6_YEAS8"	"YEAST"	255031	220603	235530	33684.6666666667	29216	45867
"C8ZCX2_YEAS8"	"YEAST"	41431.3333333333	40220.3333333333	27503	NA	NA	NA
"C8ZD00_YEAS8"	"YEAST"	123100	118766	110136	NA	NA	NA
"C8ZD16_YEAS8"	"YEAST"	1715154.33333333	1741820	2379401.33333333	540227	464969	574777
"C8ZD30_YEAS8"	"YEAST"	171477.666666667	210795.5	165944.333333333	58903	39217.6666666667	50818
"C8ZD32_YEAS8"	"YEAST"	112632	147179.5	170891.5	NA	NA	NA
"C8ZD57_YEAS8"	"YEAST"	NA	11384.5	8192.66666666667	79434	68819	NA
"C8ZD77_YEAS8"	"YEAST"	43161	38789.6666666667	31614.6666666667	86153.3333333333	119238.333333333	6367.66666666667
"C8ZD80_YEAS8"	"YEAST"	1346458	1912890.66666667	1562687	278931.666666667	244133	268215.333333333
"C8ZDC1_YEAS8"	"YEAST"	63622.5	58248.5	197386	NA	39106.5	NA
"C8ZDC4_YEAS8"	"YEAST"	359146.5	220027.666666667	342516	NA	NA	NA
"C8ZDE7_YEAS8"	"YEAST"	28261	31370	31841.5	NA	NA	NA
"C8ZDE8_YEAS8"	"YEAST"	98985.6666666667	97217	93701	NA	53685	NA
"C8ZDF1_YEAS8"	"YEAST"	112068.666666667	139580.666666667	116905.666666667	NA	NA	NA
"C8ZDF9_YEAS8"	"YEAST"	158407.5	154055	146206	NA	NA	NA
"C8ZDG3_YEAS8"	"YEAST"	292871	251881.666666667	188127.333333333	12623.3333333333	23847.3333333333	12285.6666666667
"C8ZDH2_YEAS8"	"YEAST"	28044	31123	34460	NA	NA	NA
"C8ZDI0_YEAS8"	"YEAST"	235766.5	263212.333333333	147822	NA	NA	NA
"C8ZDL2_YEAS8"	"YEAST"	780230.666666667	746849	959508.666666667	83564.3333333333	74871.3333333333	69571
"C8ZDM2_YEAS8"	"YEAST"	648353.666666667	669668	616936	67891.6666666667	61280.3333333333	60175.6666666667
"C8ZDN4_YEAS8"	"YEAST"	123778.333333333	115824.666666667	109454.5	NA	NA	NA
"C8ZDR6_YEAS8"	"YEAST"	310913.333333333	323515.333333333	310461.666666667	NA	NA	NA
"C8ZDR7_YEAS8"	"YEAST"	261928.5	270944.333333333	251104.666666667	18246.3333333333	NA	13392
"C8ZDS3_YEAS8"	"YEAST"	85045.5	58888	91801.5	47735.5	56375.5	44476
"C8ZDU8_YEAS8"	"YEAST"	916029	915308.666666667	923497	NA	NA	NA
"C8ZDW1_YEAS8"	"YEAST"	625960.666666667	625138.666666667	610469.666666667	NA	202183.5	191282
"C8ZDW2_YEAS8"	"YEAST"	483923.5	484496.5	392955.666666667	29438	NA	24960.6666666667
"C8ZDX9_YEAS8"	"YEAST"	99320.5	NA	91430.5	NA	NA	106323.5
"C8ZE29_YEAS8"	"YEAST"	32822.5	34027	42301.5	NA	NA	NA
"C8ZE40_YEAS8"	"YEAST"	291163.666666667	275393	236765	NA	23271	NA
"C8ZE60_YEAS8"	"YEAST"	NA	6625.5	6662	4794.5	NA	NA
"C8ZE76_YEAS8"	"YEAST"	566647.666666667	547538.333333333	457106	NA	80442	NA
"C8ZE78_YEAS8"	"YEAST"	41245	46120	NA	NA	NA	NA
"C8ZEC7_YEAS8"	"YEAST"	151263.5	154367.5	159450.5	NA	NA	NA
"C8ZED5_YEAS8"	"YEAST"	122656	125436.5	107978.5	NA	NA	NA
"C8ZED6_YEAS8"	"YEAST"	61187.3333333333	54112.5	61312	NA	NA	NA
"C8ZEH6_YEAS8"	"YEAST"	1070102.66666667	1038223.33333333	1013969	NA	NA	NA
"C8ZEK3_YEAS8"	"YEAST"	60293	57933	NA	NA	NA	NA
"C8ZEL8_YEAS8"	"YEAST"	125866	100745	105615.666666667	NA	NA	NA
"C8ZEQ9_YEAS8"	"YEAST"	9582.5	NA	9258	NA	NA	NA
"C8ZES4_YEAS8"	"YEAST"	57704	78486	60788	NA	NA	NA
"C8ZET6_YEAS8"	"YEAST"	86952	84388	82400	NA	NA	NA
"C8ZEV7_YEAS8"	"YEAST"	61259	95330.6666666667	93255	NA	NA	NA
"C8ZEW1_YEAS8"	"YEAST"	194076.333333333	181054.666666667	177991	NA	59693	NA
"C8ZEX4_YEAS8"	"YEAST"	94186.5	61198	NA	11463.5	8734.5	8901
"C8ZF03_YEAS8"	"YEAST"	59821	87155.5	55303	NA	NA	NA
"C8ZF30_YEAS8"	"YEAST"	21377	21654.5	20747.5	NA	NA	NA
"C8ZF50_YEAS8"	"YEAST"	244984.333333333	281498.333333333	242708.666666667	25120	25120.5	19431.3333333333
"C8ZF68_YEAS8"	"YEAST"	99854.5	108300.5	73571	NA	NA	NA
"C8ZF70_YEAS8"	"YEAST"	66174.6666666667	70814	63707.6666666667	NA	NA	NA
"C8ZF81_YEAS8"	"YEAST"	119572.666666667	124028	121526.666666667	5485.33333333333	NA	6400.66666666667
"C8ZF93_YEAS8"	"YEAST"	63004.5	47030.5	NA	NA	NA	NA
"C8ZF94_YEAS8"	"YEAST"	481505.666666667	683267	747907	NA	NA	NA
"C8ZFA0_YEAS8"	"YEAST"	117272	114234	117845.5	NA	NA	NA
"C8ZFA7_YEAS8"	"YEAST"	293906	NA	384981	57057	41962	45292.5
"C8ZFC6_YEAS8"	"YEAST"	125305	NA	121123	NA	NA	NA
"C8ZFH9_YEAS8"	"YEAST"	59206.3333333333	48991	39148	13176.5	7843.66666666667	6434
"C8ZFI0_YEAS8"	"YEAST"	47723.6666666667	53045.5	NA	NA	NA	NA
"C8ZFI6_YEAS8"	"YEAST"	35608.3333333333	37864	31251	NA	NA	NA
"C8ZFL6_YEAS8"	"YEAST"	179594.333333333	176516.333333333	144302.666666667	13193	NA	11373.3333333333
"C8ZFL9_YEAS8"	"YEAST"	83471	72901.3333333333	139339.333333333	NA	NA	NA
"C8ZFP3_YEAS8"	"YEAST"	252484.666666667	218489.333333333	229558.666666667	39850	68948.3333333333	89606.3333333333
"C8ZFS9_YEAS8"	"YEAST"	117986	77664.6666666667	68740.6666666667	NA	NA	NA
"C8ZFV1_YEAS8"	"YEAST"	163731.666666667	159635.666666667	163706.666666667	NA	4232.5	NA
"C8ZFW0_YEAS8"	"YEAST"	200922.333333333	68546	52994	NA	NA	NA
"C8ZFW1_YEAS8"	"YEAST"	308753.5	288154	NA	NA	NA	NA
"C8ZFZ2_YEAS8"	"YEAST"	336184.5	300217.5	263011	NA	NA	17296
"C8ZFZ5_YEAS8"	"YEAST"	123116.666666667	110735.333333333	150803	161978.5	NA	183402
"C8ZG23_YEAS8"	"YEAST"	886706	911866.666666667	698358.666666667	NA	NA	NA
"C8ZG50_YEAS8"	"YEAST"	263906	324231	243525	NA	NA	20115.5
"C8ZG92_YEAS8"	"YEAST"	NA	79209.5	77654	NA	NA	NA
"C8ZG96_YEAS8"	"YEAST"	210650	233113	202312	NA	NA	NA
"C8ZGB0_YEAS8"	"YEAST"	NA	43629.5	105826.5	NA	NA	NA
"C8ZGC6_YEAS8"	"YEAST"	210200	223159.666666667	160235.333333333	NA	NA	NA
"C8ZGD5_YEAS8"	"YEAST"	88065.5	101261	90817.5	NA	NA	NA
"C8ZGF1_YEAS8"	"YEAST"	121409.666666667	145689.333333333	152462.333333333	20010	11123	16460.5
"C8ZGG1_YEAS8"	"YEAST"	213264.666666667	292227	235197	NA	NA	NA
"C8ZGG5_YEAS8"	"YEAST"	275779	296795.333333333	263207	24837	28879	23801.6666666667
"C8ZGH3_YEAS8"	"YEAST"	762502.666666667	692980	725073.333333333	85961.6666666667	100337.666666667	94965.3333333333
"C8ZGN4_YEAS8"	"YEAST"	48321.6666666667	64453.5	62772.5	NA	NA	NA
"C8ZGP8_YEAS8"	"YEAST"	101900	94001	99293.5	NA	NA	NA
"C8ZGS9_YEAS8"	"YEAST"	68787.3333333333	57060	69679.6666666667	NA	NA	NA
"C8ZGU3_YEAS8"	"YEAST"	97869.6666666667	95607.6666666667	120868	17145	15836.5	14969.5
"C8ZGU7_YEAS8"	"YEAST"	123808.333333333	184005.333333333	120023.333333333	149495.333333333	132413.333333333	140489
"C8ZGW0_YEAS8"	"YEAST"	64061.6666666667	67852.6666666667	68836.6666666667	5262	15953	3961.5
"C8ZGW3_YEAS8"	"YEAST"	16875.5	NA	21405.5	NA	NA	NA
"C8ZGY3_YEAS8"	"YEAST"	266455.666666667	264128.666666667	241833.333333333	NA	13999.5	NA
"C8ZGY8_YEAS8"	"YEAST"	348614	293690	259520.5	NA	NA	NA
"C8ZH10_YEAS8"	"YEAST"	87210.6666666667	85773	87904.6666666667	NA	NA	7619
"C8ZH20_YEAS8"	"YEAST"	99971	87389.6666666667	89571	NA	NA	NA
"C8ZH68_YEAS8"	"YEAST"	199562.333333333	124835	233897.333333333	12002	10441	NA
"C8ZH74_YEAS8"	"YEAST"	149554	142797	121410	NA	NA	NA
"C8ZH77_YEAS8"	"YEAST"	25068.6666666667	32257.3333333333	26977.3333333333	NA	18093.5	21054.5
"C8ZH84_YEAS8"	"YEAST"	36004	113830.666666667	183075.5	NA	NA	NA
"C8ZH87_YEAS8"	"YEAST"	111540.333333333	109005	105345	3395	NA	NA
"C8ZH93_YEAS8"	"YEAST"	71070.5	80360.5	63475.5	NA	NA	NA
"C8ZHA9_YEAS8"	"YEAST"	103231.666666667	98107	100562.666666667	NA	NA	NA
"C8ZHC2_YEAS8"	"YEAST"	300409.333333333	186597.666666667	425542.666666667	NA	15376	14922
"C8ZHC3_YEAS8"	"YEAST"	296622	268510.333333333	256213	43387	32810.6666666667	38895.6666666667
"C8ZHJ5_YEAS8"	"YEAST"	884143.666666667	940253.666666667	927949.666666667	155476.666666667	147757.333333333	170259.333333333
"C8ZHL8_YEAS8"	"YEAST"	61943.5	53865	214956.5	NA	NA	NA
"C8ZHN0_YEAS8"	"YEAST"	1464234	1410800	1366284.66666667	454641.333333333	456997.666666667	421691.666666667
"C8ZHQ5_YEAS8"	"YEAST"	181315.333333333	174911.666666667	192794.5	NA	NA	NA
"C8ZHS5_YEAS8"	"YEAST"	233099.333333333	361000	356425	43628.5	71199	46758.5
"C8ZHX0_YEAS8"	"YEAST"	230013.666666667	196012.333333333	168358.5	13700.5	16756	14725
"C8ZI24_YEAS8"	"YEAST"	454551.333333333	530585.666666667	521784	44176.3333333333	49100.3333333333	48634.3333333333
"C8ZIA4_YEAS8"	"YEAST"	113739	127045	111607.333333333	8756.5	6802	7311.5
"C8ZIA8_YEAS8"	"YEAST"	NA	162648.5	178260	NA	NA	NA
"C8ZIB7_YEAS8"	"YEAST"	34429	39731	53384	2916.5	NA	NA
"C8ZIC9_YEAS8"	"YEAST"	NA	NA	NA	28033.5	26564.5	23443
"C8ZID9_YEAS8"	"YEAST"	97272.5	352758.5	116322.5	NA	NA	NA
"C8ZIE8_YEAS8"	"YEAST"	374939	375779	347450.666666667	57126	52804	60357.6666666667
"C8ZIF4_YEAS8"	"YEAST"	85153.3333333333	84067	70818.6666666667	5068	NA	NA
"C8ZIL8_YEAS8"	"YEAST"	132127.333333333	139942	144327.666666667	NA	11497	21162
"C8ZIM4_YEAS8"	"YEAST"	277568	267545.333333333	287002.333333333	23643.5	NA	24475
"C8ZIP9_YEAS8"	"YEAST"	469946	452426	646372	84973	66589.5	85845
"C8ZIR3_YEAS8"	"YEAST"	87058	82854	108396	6901.33333333333	8712.66666666667	7624.33333333333
"C8ZIS4_YEAS8"	"YEAST"	523585.333333333	357574.333333333	489976	NA	NA	NA
"C8ZIT9_YEAS8"	"YEAST"	98476	105660	103423.666666667	NA	13392	3100.5
"C8ZIU0_YEAS8"	"YEAST"	328315.5	312100	384582.5	NA	NA	NA
"C8ZIU8_YEAS8"	"YEAST"	30974.3333333333	42293	37044	47203	27395	55234
"C8ZIV1_YEAS8"	"YEAST"	384797.5	398988	390872	NA	NA	NA
"C8ZIW9_YEAS8"	"YEAST"	813235.333333333	758784	713718.333333333	86814.3333333333	87578.3333333333	87803.6666666667
"C8ZIY1_YEAS8"	"YEAST"	295410.333333333	272656.333333333	304763	NA	NA	NA
"C8ZJ01_YEAS8"	"YEAST"	463077	469377	316926	34675.3333333333	44522.6666666667	43930.3333333333
"C8ZJ60_YEAS8"	"YEAST"	117812.666666667	103513.333333333	103652	12973.5	18549.5	11978
"C8ZJ66_YEAS8"	"YEAST"	102874.333333333	94453.3333333333	59545.5	NA	NA	NA
"C8ZJL0_YEAS8"	"YEAST"	57442.3333333333	63827.5	74532.5	NA	NA	NA
"C8ZJL2_YEAS8"	"YEAST"	188773.333333333	243351.5	244843	29629.5	33112.5	35375.5
"C8ZJL3_YEAS8"	"YEAST"	6858.5	8171.5	7241	NA	NA	NA
"C8ZJM0_YEAS8"	"YEAST"	268979.333333333	260749.666666667	317268.333333333	NA	NA	NA
"CAB45_HUMAN"	"HUMAN"	37396.5	38432.5	NA	34056	44211.5	49751
"CABIN_HUMAN"	"HUMAN"	99787.5	94435.5	94879	NA	9474.5	NA
"CALD1_HUMAN"	"HUMAN"	108335.5	100935.5	86586	135368	111736.666666667	88162
"CALM_HUMAN"	"HUMAN"	NA	NA	NA	NA	184598.333333333	235402
"CALR_HUMAN"	"HUMAN"	469230	493166	477781	581618.5	541507	514384
"CALX_HUMAN"	"HUMAN"	375390	316552	227574	351511	387575	365128
"CAMP1_HUMAN"	"HUMAN"	NA	NA	NA	15693.5	NA	17103
"CAN1_HUMAN"	"HUMAN"	46910.6666666667	42159	30525	50111.6666666667	37071.6666666667	41751.3333333333
"CAN2_HUMAN"	"HUMAN"	54752	41918.6666666667	30045.5	NA	NA	NA
"CAND1_HUMAN"	"HUMAN"	96119.3333333333	91473.3333333333	109742.666666667	105412	87850.6666666667	77367
"CAP1_HUMAN"	"HUMAN"	254558.333333333	268571	200532.333333333	264322	211266	221457.333333333
"CAPG_HUMAN"	"HUMAN"	102332.5	85987	66478	NA	NA	78340.5
"CAPP_ECOLI"	"ECOLI"	47101.5	38591	NA	198954	222685.333333333	320896.5
"CAPR1_HUMAN"	"HUMAN"	108480.666666667	112136	187835	NA	NA	NA
"CARF_HUMAN"	"HUMAN"	9745	NA	8972.5	NA	16023	NA
"CATC_HUMAN"	"HUMAN"	54364.3333333333	65295.3333333333	49417.3333333333	64230.5	53953.3333333333	48161
"CATD_HUMAN"	"HUMAN"	NA	91447.5	106297.5	110829.5	NA	NA
"CATE_ECOLI"	"ECOLI"	69192.6666666667	72694.3333333333	73832.6666666667	603117.333333333	590936.666666667	721064.666666667
"CAZA1_HUMAN"	"HUMAN"	272153.666666667	269071	237015.333333333	288764.666666667	271046	274432.333333333
"CAZA2_HUMAN"	"HUMAN"	87838.6666666667	78811.3333333333	43039.3333333333	NA	NA	44824
"CBR1_HUMAN"	"HUMAN"	130369.333333333	123199	62521.5	173239.666666667	167750.333333333	139548.666666667
"CBX5_HUMAN"	"HUMAN"	192616	211212.333333333	233865	161037.666666667	182506	181426.666666667
"CC108_HUMAN"	"HUMAN"	NA	28363	28991	NA	NA	NA
"CC136_HUMAN"	"HUMAN"	3378	3740.66666666667	4124	4832	7076	5067
"CC147_HUMAN"	"HUMAN"	55468.5	35722	51142.5	60243	59310.6666666667	57824.6666666667
"CC180_HUMAN"	"HUMAN"	10132	26726.5	22007	NA	NA	NA
"CCAR2_HUMAN"	"HUMAN"	182159	198478.333333333	187584.666666667	198266.666666667	208468	197841.666666667
"CCD57_HUMAN"	"HUMAN"	40600	59347.5	41242	NA	NA	NA
"CD109_HUMAN"	"HUMAN"	43813.6666666667	42501.6666666667	49070.3333333333	45039	35238.3333333333	38141
"CD59_HUMAN"	"HUMAN"	232567.5	245225.5	239638	173970	209769.5	183612.5
"CDC5L_HUMAN"	"HUMAN"	44700.3333333333	54672	49446.3333333333	45419.3333333333	41542.6666666667	49143.6666666667
"CE290_HUMAN"	"HUMAN"	NA	NA	NA	17934	11752	12698
"CE350_HUMAN"	"HUMAN"	38136.3333333333	59189.5	37902	21399	24365.6666666667	25101
"CENPE_HUMAN"	"HUMAN"	35652	35348	36902	63626.5	77631	52760.6666666667
"CENPF_HUMAN"	"HUMAN"	10632.3333333333	5744.33333333333	5787.33333333333	3826.33333333333	7107	NA
"CGL_HUMAN"	"HUMAN"	85195	67114.3333333333	NA	46417.5	40746.5	39683
"CH10_ECOLI"	"ECOLI"	NA	69754	67919	NA	NA	502953
"CH60_ECOLI"	"ECOLI"	224696.333333333	214177	215168	1028212	1198971	817692.333333333
"CH60_HUMAN"	"HUMAN"	1508576	1536963	1748712.66666667	1192604.33333333	1192196.33333333	1292007.66666667
"CHD4_HUMAN"	"HUMAN"	60937.6666666667	67703	48488.6666666667	30691	28577.3333333333	42391
"CHD6_HUMAN"	"HUMAN"	5424.33333333333	6029	7474.5	NA	NA	NA
"CHM4B_HUMAN"	"HUMAN"	124924	125400	136282.5	141195	170404	NA
"CHTOP_HUMAN"	"HUMAN"	51410	62931.6666666667	45126.5	NA	70037	81886.5
"CISY_ECOLI"	"ECOLI"	79947	75592	NA	644901.666666667	617003.333333333	679187.333333333
