id;species
P23528;HUMAN
Q9Y281;HUMAN
P39059;HUMAN
Q8WTW3;HUMAN
Q14746;HUMAN
Q96JB2;HUMAN
Q9H9E3;HUMAN
Q9UP83;HUMAN
Q9Y2V7;HUMAN
P83436;HUMAN
Q96MW5;HUMAN
Q07092;HUMAN
Q9UMD9;HUMAN
P39060;HUMAN
P38432;HUMAN
Q14993;HUMAN
Q9P218;HUMAN
Q9Y6Z7;HUMAN
Q9BWP8;HUMAN
Q5KU26;HUMAN
Q96P44;HUMAN
Q6ZS62;HUMAN
A8K830;HUMAN
P01189;HUMAN
A2RUU4;HUMAN
Q6UWE3;HUMAN
Q9Y215;HUMAN
P04118;HUMAN
Q99708;HUMAN
Q8NFW1;HUMAN
Q86X83;HUMAN
Q8N668;HUMAN
Q9UBI1;HUMAN
Q9H0A8;HUMAN
Q9GZQ3;HUMAN
Q7Z4G1;HUMAN
Q86VX2;HUMAN
Q9NX08;HUMAN
Q9P000;HUMAN
Q9Y6G5;HUMAN
P49747;HUMAN
P21964;HUMAN
Q86Y22;HUMAN
Q17RW2;HUMAN
Q9BXS0;HUMAN
P53621;HUMAN
P35606;HUMAN
P53618;HUMAN
P48444;HUMAN
O14579;HUMAN
Q9Y678;HUMAN
Q9UBF2;HUMAN
Q9NQ92;HUMAN
O15431;HUMAN
O15432;HUMAN
Q9P299;HUMAN
P61923;HUMAN
Q96H96;HUMAN
Q9NZJ6;HUMAN
Q9Y3A0;HUMAN
Q5HYK3;HUMAN
Q9Y2Z9;HUMAN
Q99807;HUMAN
Q96A83;HUMAN
O75208;HUMAN
Q9BR76;HUMAN
P31146;HUMAN
Q9ULV4;HUMAN
Q92828;HUMAN
Q9UQ03;HUMAN
Q8IZC6;HUMAN
Q9Y5Q5;HUMAN
Q6QEF8;HUMAN
P57737;HUMAN
O00230;HUMAN
Q2UY09;HUMAN
P10589;HUMAN
P24468;HUMAN
Q14019;HUMAN
Q12887;HUMAN
Q9Y6N1;HUMAN
Q96I36;HUMAN
Q7KZN9;HUMAN
Q9P0S2;HUMAN
Q14061;HUMAN
Q8N8Q8;HUMAN
Q49B96;HUMAN
P00395;HUMAN
Q5RI15;HUMAN
P00403;HUMAN
P00414;HUMAN
P13073;HUMAN
Q96KJ9;HUMAN
P20674;HUMAN
P10606;HUMAN
P09669;HUMAN
P24311;HUMAN
P15954;HUMAN
O14548;HUMAN
O60397;HUMAN
P10176;HUMAN
Q7Z4L0;HUMAN
Q7Z7K0;HUMAN
Q9NRP2;HUMAN
O95177;HUMAN
P0CG20;HUMAN
Q96S19;HUMAN
Q96MC5;HUMAN
Q6P387;HUMAN
Q6ZP98;HUMAN
Q8NHV5;HUMAN
Q6UWD8;HUMAN
Q96GQ5;HUMAN
Q7L2K0;HUMAN
Q7Z3J2;HUMAN
Q9BSU1;HUMAN
Q8IYS4;HUMAN
Q14CZ0;HUMAN
Q96GX8;HUMAN
Q8WTQ4;HUMAN
Q9Y6A4;HUMAN
Q8N9R0;HUMAN
Q6ZW13;HUMAN
Q6PH81;HUMAN
A8MZG2;HUMAN
Q96LL3;HUMAN
Q6UX73;HUMAN
A1A4V9;HUMAN
Q9H693;HUMAN
A6NNT2;HUMAN
H3BN30;HUMAN
I3L0S3;HUMAN
O43303;HUMAN
P05108;HUMAN
Q66GS9;HUMAN
P05093;HUMAN
P11511;HUMAN
P04798;HUMAN
P05177;HUMAN
Q16678;HUMAN
Q6UW02;HUMAN
P08686;HUMAN
Q07973;HUMAN
Q9BV73;HUMAN
O43174;HUMAN
Q9NR63;HUMAN
Q6V0L0;HUMAN
Q02318;HUMAN
O15528;HUMAN
P11509;HUMAN
P20853;HUMAN
Q16696;HUMAN
P20813;HUMAN
P10632;HUMAN
P33260;HUMAN
P11712;HUMAN
P33261;HUMAN
P10635;HUMAN
P05181;HUMAN
P24903;HUMAN
P51589;HUMAN
Q96SQ9;HUMAN
Q6VVX0;HUMAN
Q7Z449;HUMAN
Q8TAV3;HUMAN
Q9HB55;HUMAN
Q9NYL5;HUMAN
P08684;HUMAN
P20815;HUMAN
P24462;HUMAN
Q9Y6A2;HUMAN
Q5TCH4;HUMAN
Q02928;HUMAN
P13584;HUMAN
Q08477;HUMAN
P78329;HUMAN
P98187;HUMAN
Q9HBI6;HUMAN
Q9HCS2;HUMAN
Q6NT55;HUMAN
Q6ZWL3;HUMAN
Q8N118;HUMAN
Q86W10;HUMAN
Q8N1L4;HUMAN
Q16850;HUMAN
P22680;HUMAN
O75881;HUMAN
Q9UNU6;HUMAN
Q9BZB8;HUMAN
Q7Z5Q1;HUMAN
Q8NE35;HUMAN
Q17RY0;HUMAN
A4D0V7;HUMAN
Q6FI81;HUMAN
O14810;HUMAN
Q6PUV4;HUMAN
Q8WVH0;HUMAN
Q7Z7G2;HUMAN
Q8IZJ3;HUMAN
P22792;HUMAN
Q99829;HUMAN
Q96FN4;HUMAN
O75131;HUMAN
Q96A23;HUMAN
Q9HCH3;HUMAN
O95741;HUMAN
Q9UBL6;HUMAN
Q86YQ8;HUMAN
Q8IYJ1;HUMAN
P04632;HUMAN
Q96L46;HUMAN
Q9BRF8;HUMAN
A6NMK7;HUMAN
Q10570;HUMAN
Q9P2I0;HUMAN
Q9UKF6;HUMAN
O95639;HUMAN
O43809;HUMAN
Q16630;HUMAN
Q8N684;HUMAN
P31327;HUMAN
P50416;HUMAN
Q92523;HUMAN
Q8TCG5;HUMAN
P23786;HUMAN
Q5TA50;HUMAN
Q9H3G5;HUMAN
Q8N123;HUMAN
Q96SM3;HUMAN
Q8N436;HUMAN
Q6JBY9;HUMAN
Q8NEP4;HUMAN
Q8WW18;HUMAN
A8MQB3;HUMAN
Q8N3J3;HUMAN
Q8N7U9;HUMAN
Q8N8I6;HUMAN
Q2M2W7;HUMAN
Q96GS4;HUMAN
Q9BQA9;HUMAN
Q86WR6;HUMAN
A2RTY3;HUMAN
Q0P5P2;HUMAN
P0C7W0;HUMAN
Q53H64;HUMAN
Q0P670;HUMAN
Q8N4C9;HUMAN
Q96MU5;HUMAN
Q9BSJ5;HUMAN
Q86X59;HUMAN
Q53F19;HUMAN
A1L188;HUMAN
Q0VDD5;HUMAN
A6NHQ4;HUMAN
Q6ZQX7;HUMAN
A8MV24;HUMAN
Q6UX52;HUMAN
A8MU93;HUMAN
A2RUQ5;HUMAN
A2RUB1;HUMAN
B2RV13;HUMAN
Q6ZR85;HUMAN
Q96MF6;HUMAN
Q9H8M1;HUMAN
Q9BZP3;HUMAN
F2Z3M2;HUMAN
Q96KH6;HUMAN
Q96FQ7;HUMAN
Q7Z4B0;HUMAN
Q96N68;HUMAN
Q32NC0;HUMAN
Q96B23;HUMAN
Q8TCD1;HUMAN
P0CW23;HUMAN
Q8TAI1;HUMAN
Q68DL7;HUMAN
J3KSC0;HUMAN
Q2VPA4;HUMAN
P17927;HUMAN
P20023;HUMAN
Q96BA8;HUMAN
Q70SY1;HUMAN
Q68CJ9;HUMAN
Q8TEY5;HUMAN
Q9NQ79;HUMAN
P78560;HUMAN
A6NIL9;HUMAN
P53672;HUMAN
P53673;HUMAN
P05813;HUMAN
Q68DQ2;HUMAN
P53674;HUMAN
P26998;HUMAN
O60519;HUMAN
P43320;HUMAN
Q96SW2;HUMAN
P22914;HUMAN
P23508;HUMAN
Q9UGL9;HUMAN
Q96D31;HUMAN
Q9BU40;HUMAN
Q6WN34;HUMAN
P16220;HUMAN
Q02930;HUMAN
O43889;HUMAN
O75629;HUMAN
Q8IUH2;HUMAN
Q6UXH1;HUMAN
Q03060;HUMAN
Q96HD1;HUMAN
Q8IUR6;HUMAN
O75177;HUMAN
Q494W8;HUMAN
P34998;HUMAN
Q13324;HUMAN
P06850;HUMAN
P11844;HUMAN
P07316;HUMAN
P07315;HUMAN
P07320;HUMAN
Q8WXF5;HUMAN
P24387;HUMAN
Q9NZV1;HUMAN
P50238;HUMAN
P52943;HUMAN
Q6Q6R5;HUMAN
Q9P021;HUMAN
P54107;HUMAN
P16562;HUMAN
P54108;HUMAN
Q96LR1;HUMAN
P46109;HUMAN
P46108;HUMAN
Q9H336;HUMAN
Q9H0B8;HUMAN
Q9HC73;HUMAN
O75462;HUMAN
Q8IUI8;HUMAN
Q9UJA2;HUMAN
Q96RY5;HUMAN
Q9BZJ0;HUMAN
Q9UBG3;HUMAN
A5YM72;HUMAN
Q13536;HUMAN
Q5TZA2;HUMAN
Q86T23;HUMAN
Q8IVE0;HUMAN
H7BZ55;HUMAN
Q8N1N5;HUMAN
P02741;HUMAN
Q9H3Y0;HUMAN
O95727;HUMAN
O75718;HUMAN
Q6UUV9;HUMAN
Q53ET0;HUMAN
Q6UUV7;HUMAN
Q5IJ48;HUMAN
Q9BUF7;HUMAN
P82279;HUMAN
O43186;HUMAN
Q16526;HUMAN
Q49AN0;HUMAN
P02489;HUMAN
P02511;HUMAN
Q9Y2S2;HUMAN
Q14894;HUMAN
Q9NSK7;HUMAN
Q969H8;HUMAN
Q8NEA5;HUMAN
Q9BVV8;HUMAN
Q9UFG5;HUMAN
Q6ZS72;HUMAN
Q9H6X5;HUMAN
Q9BQ61;HUMAN
Q8NA69;HUMAN
Q8N9M1;HUMAN
Q6RUI8;HUMAN
Q9BSF4;HUMAN
Q5BKX5;HUMAN
Q2NL68;HUMAN
Q0VDD7;HUMAN
Q96EN9;HUMAN
Q9NUL5;HUMAN
A6NJJ6;HUMAN
Q86XI8;HUMAN
A6NGS2;HUMAN
A6NCJ1;HUMAN
Q9NVV2;HUMAN
O75264;HUMAN
C9J6K1;HUMAN
K7EIQ3;HUMAN
K7EIZ4;HUMAN
Q6PB30;HUMAN
Q9Y5P2;HUMAN
Q8TBR5;HUMAN
Q9Y600;HUMAN
Q5T4H9;HUMAN
Q6XLA1;HUMAN
Q9Y534;HUMAN
O75534;HUMAN
Q9Y2W7;HUMAN
P07333;HUMAN
P09603;HUMAN
P15509;HUMAN
P04141;HUMAN
Q99062;HUMAN
P09919;HUMAN
Q14406;HUMAN
P01243;HUMAN
P68400;HUMAN
P19784;HUMAN
Q8NEV1;HUMAN
P67870;HUMAN
Q8WXD9;HUMAN
Q8WXE0;HUMAN
O14936;HUMAN
P41240;HUMAN
Q96PZ7;HUMAN
Q7Z408;HUMAN
Q7Z407;HUMAN
Q4G0I0;HUMAN
Q13098;HUMAN
P61201;HUMAN
Q9UNS2;HUMAN
Q9BT78;HUMAN
Q92905;HUMAN
Q7L5N1;HUMAN
Q9UBW8;HUMAN
Q9H9Q2;HUMAN
Q99627;HUMAN
P13611;HUMAN
Q6UVK1;HUMAN
O95196;HUMAN
Q1MSJ5;HUMAN
Q9H8E8;HUMAN
Q96S65;HUMAN
Q9H175;HUMAN
Q8WYN3;HUMAN
P21291;HUMAN
Q16527;HUMAN
P50461;HUMAN
Q9H112;HUMAN
Q9H114;HUMAN
O60676;HUMAN
Q5W188;HUMAN
Q9H4G1;HUMAN
Q5W186;HUMAN
Q05048;HUMAN
P33240;HUMAN
Q9H0L4;HUMAN
O94985;HUMAN
Q12996;HUMAN
Q9H4D0;HUMAN
Q9BQT9;HUMAN
Q9BUV8;HUMAN
Q8NHU2;HUMAN
Q9GZN8;HUMAN
Q4KN68;HUMAN
Q9BR46;HUMAN
Q9H1P6;HUMAN
Q9NUD7;HUMAN
Q96MY1;HUMAN
Q9NUB4;HUMAN
Q9BQM9;HUMAN
Q9H1L0;HUMAN
Q96LM9;HUMAN
Q9UGB4;HUMAN
P0C5K6;HUMAN
Q9H4R4;HUMAN
Q5TEA3;HUMAN
Q9BVV2;HUMAN
Q8IYI0;HUMAN
Q8N268;HUMAN
Q8TD35;HUMAN
A1L168;HUMAN
Q8NBC4;HUMAN
Q9P2B4;HUMAN
Q5DJT8;HUMAN
Q8NHU0;HUMAN
Q8N7B7;HUMAN
Q6NSH3;HUMAN
P0C2W7;HUMAN
Q5JQC4;HUMAN
Q5HYN5;HUMAN
P0C5K7;HUMAN
Q6PK30;HUMAN
O75638;HUMAN
Q8WYA6;HUMAN
P56545;HUMAN
Q13363;HUMAN
Q2NKJ3;HUMAN
Q8NI51;HUMAN
P49711;HUMAN
Q9GZU7;HUMAN
Q9Y5B0;HUMAN
O14595;HUMAN
O15194;HUMAN
Q8WVB6;HUMAN
Q16619;HUMAN
P0CG12;HUMAN
P0CG13;HUMAN
P78358;HUMAN
Q9HC47;HUMAN
Q96RT6;HUMAN
Q8IX95;HUMAN
Q8IX94;HUMAN
Q86UF2;HUMAN
O15320;HUMAN
P0CG41;HUMAN
A4FU28;HUMAN
A4D2H0;HUMAN
P29279;HUMAN
Q96CG8;HUMAN
O43310;HUMAN
Q8WWI5;HUMAN
Q8IWA5;HUMAN
Q8N4M1;HUMAN
Q53GD3;HUMAN
Q8NCS7;HUMAN
A8MT82;HUMAN
P16410;HUMAN
P26232;HUMAN
P35221;HUMAN
Q9UI47;HUMAN
P35222;HUMAN
O60716;HUMAN
Q9UQB3;HUMAN
Q9UBT7;HUMAN
O60931;HUMAN
P30825;HUMAN
P52569;HUMAN
Q7Z475;HUMAN
Q8WY07;HUMAN
O43246;HUMAN
Q6PD62;HUMAN
P17538;HUMAN
Q6GPI1;HUMAN
Q99895;HUMAN
P40313;HUMAN
O14578;HUMAN
Q05D32;HUMAN
Q8NEC5;HUMAN
Q96P56;HUMAN
Q86XQ3;HUMAN
Q7RTX7;HUMAN
Q9H7T0;HUMAN
Q86XM0;HUMAN
Q6ZRH7;HUMAN
Q8WZ74;HUMAN
Q7Z7A3;HUMAN
Q2VPK5;HUMAN
P60606;HUMAN
P0C2S0;HUMAN
Q4LDR2;HUMAN
O43822;HUMAN
Q6XXX2;HUMAN
Q9Y426;HUMAN
A1L4M7;HUMAN
A6NIU2;HUMAN
P58513;HUMAN
Q17RA5;HUMAN
A6NM66;HUMAN
P58505;HUMAN
Q9NYP8;HUMAN
P58512;HUMAN
Q8TCZ7;HUMAN
Q9NV44;HUMAN
P57076;HUMAN
P59036;HUMAN
P59037;HUMAN
P59089;HUMAN
P59052;HUMAN
P59090;HUMAN
P59091;HUMAN
Q9UJ94;HUMAN
P0C852;HUMAN
Q96HZ7;HUMAN
Q8N2C9;HUMAN
Q96M42;HUMAN
Q6ZN03;HUMAN
O60494;HUMAN
Q9NWM3;HUMAN
Q9H467;HUMAN
Q13616;HUMAN
Q13617;HUMAN
Q13618;HUMAN
Q13619;HUMAN
Q13620;HUMAN
Q93034;HUMAN
Q14999;HUMAN
Q8IWT3;HUMAN
O60888;HUMAN
Q9NTM9;HUMAN
P39880;HUMAN
O14529;HUMAN
Q86UP6;HUMAN
Q8WYQ4;HUMAN
Q9Y442;HUMAN
O95567;HUMAN
Q9NV39;HUMAN
Q6ZV56;HUMAN
Q8N1L1;HUMAN
Q6P5X5;HUMAN
Q6IC83;HUMAN
Q6PGQ1;HUMAN
C9J442;HUMAN
Q9P013;HUMAN
Q9HCG8;HUMAN
Q9NXE8;HUMAN
Q6UX04;HUMAN
Q9HAI6;HUMAN
Q6ZTR5;HUMAN
A2AJT9;HUMAN
Q8TB33;HUMAN
A6NGU7;HUMAN
A6PW82;HUMAN
Q8TB03;HUMAN
Q5VT33;HUMAN
Q8N9T2;HUMAN
Q8WUE5;HUMAN
A8MYA2;HUMAN
Q8TE69;HUMAN
Q96DE9;HUMAN
Q9H5V9;HUMAN
Q6NSI4;HUMAN
Q96LI9;HUMAN
Q8N2A0;HUMAN
B1ATL7;HUMAN
A6NEN9;HUMAN
Q86X51;HUMAN
Q5JRM2;HUMAN
P49238;HUMAN
P12074;HUMAN
Q02221;HUMAN
P14854;HUMAN
Q6YFQ2;HUMAN
P24310;HUMAN
P14406;HUMAN
Q8TF08;HUMAN
Q969M2;HUMAN
P17302;HUMAN
P35212;HUMAN
Q9Y6H8;HUMAN
P36382;HUMAN
P48165;HUMAN
P57773;HUMAN
P78310;HUMAN
P08034;HUMAN
P29033;HUMAN
O75712;HUMAN
Q9NTQ9;HUMAN
O95377;HUMAN
O95452;HUMAN
P19875;HUMAN
Q6PEY0;HUMAN
P19876;HUMAN
P42830;HUMAN
P80162;HUMAN
Q07325;HUMAN
P02775;HUMAN
P25024;HUMAN
P25025;HUMAN
P49682;HUMAN
P61073;HUMAN
P32302;HUMAN
O00574;HUMAN
Q9UKL4;HUMAN
Q8N144;HUMAN
Q96KN9;HUMAN
A6NN92;HUMAN
P36383;HUMAN
Q8NFK1;HUMAN
Q5T442;HUMAN
P02778;HUMAN
O14625;HUMAN
O95715;HUMAN
O43927;HUMAN
Q9H2A7;HUMAN
O15255;HUMAN
Q9H2H0;HUMAN
Q9P0U4;HUMAN
Q7LFL8;HUMAN
Q9BZA4;HUMAN
Q9H606;HUMAN
P08574;HUMAN
P13498;HUMAN
P04839;HUMAN
P49447;HUMAN
Q8NBI2;HUMAN
O43169;HUMAN
P00167;HUMAN
Q9HB71;HUMAN
Q53TN4;HUMAN
P00156;HUMAN
P99999;HUMAN
Q7L576;HUMAN
Q96F07;HUMAN
Q8WWM9;HUMAN
Q15438;HUMAN
Q99418;HUMAN
O43739;HUMAN
Q9UIA0;HUMAN
Q6ZMK1;HUMAN
P35663;HUMAN
Q14093;HUMAN
Q9NQC7;HUMAN
O00622;HUMAN
Q717R9;HUMAN
P01040;HUMAN
P04080;HUMAN
P01034;HUMAN
P28325;HUMAN
O76096;HUMAN
O60759;HUMAN
Q9H1C7;HUMAN
Q9NRR1;HUMAN
Q15828;HUMAN
P01037;HUMAN
Q69YQ0;HUMAN
Q5M775;HUMAN
P01036;HUMAN
P09228;HUMAN
Q96J86;HUMAN
Q8WTQ1;HUMAN
Q8NG35;HUMAN
P81534;HUMAN
Q8N104;HUMAN
Q8IZN7;HUMAN
A8MXU0;HUMAN
Q8NET1;HUMAN
A6NDD2;HUMAN
P0CZ25;HUMAN
A8MPP1;HUMAN
Q2PZI1;HUMAN
Q6NUT2;HUMAN
Q6ZPD9;HUMAN
Q7Z388;HUMAN
Q6NXN4;HUMAN
Q6ZN68;HUMAN
Q8N465;HUMAN
Q9NRG7;HUMAN
A6NKP2;HUMAN
Q8WUS8;HUMAN
Q8N9W5;HUMAN
Q8NEP3;HUMAN
Q86T65;HUMAN
Q9Y4D1;HUMAN
O75553;HUMAN
Q5VWQ8;HUMAN
P98082;HUMAN
Q9UI36;HUMAN
Q96NX9;HUMAN
Q9NYF0;HUMAN
Q96B18;HUMAN
Q5SW24;HUMAN
P61803;HUMAN
P08174;HUMAN
Q14118;HUMAN
Q5D0E6;HUMAN
P0C864;HUMAN
Q8N907;HUMAN
P59103;HUMAN
P51397;HUMAN
Q9UIK4;HUMAN
P53355;HUMAN
O43293;HUMAN
A0PJW8;HUMAN
Q9P219;HUMAN
Q9UN19;HUMAN
A6NH13;HUMAN
Q8N136;HUMAN
Q9UER7;HUMAN
Q9NQZ3;HUMAN
Q13117;HUMAN
Q9NR90;HUMAN
Q86SG3;HUMAN
Q92904;HUMAN
Q96EP5;HUMAN
Q15038;HUMAN
Q30KR1;HUMAN
Q30KQ9;HUMAN
Q30KQ8;HUMAN
Q30KQ7;HUMAN
Q30KQ5;HUMAN
Q30KQ4;HUMAN
Q96PH6;HUMAN
Q30KQ6;HUMAN
Q8N690;HUMAN
Q5J5C9;HUMAN
Q8N688;HUMAN
Q8N687;HUMAN
Q8NES8;HUMAN
Q9BYW3;HUMAN
Q9H1M4;HUMAN
Q7Z7B8;HUMAN
Q30KQ2;HUMAN
P59861;HUMAN
Q7Z7B7;HUMAN
Q9H1M3;HUMAN
Q30KQ1;HUMAN
Q4QY38;HUMAN
Q30KP9;HUMAN
Q30KP8;HUMAN
Q9UBU7;HUMAN
Q8NFT6;HUMAN
Q9NR28;HUMAN
Q9H9R9;HUMAN
Q9BQY9;HUMAN
Q9UJU6;HUMAN
Q10586;HUMAN
Q9UK59;HUMAN
A6NMT0;HUMAN
Q6ZNG2;HUMAN
Q5VU92;HUMAN
Q5VW00;HUMAN
O14576;HUMAN
Q13409;HUMAN
Q9Y6G9;HUMAN
O43237;HUMAN
Q8TCX1;HUMAN
Q3SXM0;HUMAN
Q8NA75;HUMAN
A6NGE4;HUMAN
P0C7V8;HUMAN
Q5QP82;HUMAN
Q8TEB1;HUMAN
Q5T6F0;HUMAN
Q9NV06;HUMAN
Q66K64;HUMAN
Q9NXF7;HUMAN
Q5H9S7;HUMAN
Q8WV16;HUMAN
Q96JK2;HUMAN
Q58WW2;HUMAN
P61962;HUMAN
Q5TAQ9;HUMAN
Q8WVC6;HUMAN
P17707;HUMAN
Q8N8Z6;HUMAN
Q96PD2;HUMAN
Q9BVC3;HUMAN
A2VCK2;HUMAN
P43146;HUMAN
A8MYV0;HUMAN
P59894;HUMAN
Q6ZRR9;HUMAN
Q9UHG0;HUMAN
P81605;HUMAN
Q99259;HUMAN
Q05329;HUMAN
P19113;HUMAN
P27707;HUMAN
O15075;HUMAN
Q8N568;HUMAN
Q9C098;HUMAN
O95822;HUMAN
Q96GG9;HUMAN
Q6PH85;HUMAN
Q8IWE4;HUMAN
Q92564;HUMAN
Q9BTE7;HUMAN
Q8TF63;HUMAN
P11926;HUMAN
Q9NPI6;HUMAN
Q8IZD4;HUMAN
Q8IU60;HUMAN
Q96C86;HUMAN
Q6PJP8;HUMAN
Q9H816;HUMAN
Q96SD1;HUMAN
Q5T197;HUMAN
Q5T1A1;HUMAN
Q9H295;HUMAN
P32321;HUMAN
Q14203;HUMAN
Q13561;HUMAN
O75935;HUMAN
Q9UJW0;HUMAN
Q9BTE1;HUMAN
O00399;HUMAN
Q9H773;HUMAN
P06132;HUMAN
Q7Z4W1;HUMAN
O43602;HUMAN
Q9NUU7;HUMAN
Q9UMR2;HUMAN
Q9BW61;HUMAN
O94760;HUMAN
O95865;HUMAN
Q16531;HUMAN
Q92466;HUMAN
Q96MC4;HUMAN
P20711;HUMAN
Q8NEL9;HUMAN
O94830;HUMAN
Q8WTU0;HUMAN
Q5TDH0;HUMAN
P35638;HUMAN
Q9NX09;HUMAN
Q16832;HUMAN
Q08345;HUMAN
Q96HY6;HUMAN
Q96D03;HUMAN
A6NHG4;HUMAN
Q13206;HUMAN
Q92771;HUMAN
Q96FC9;HUMAN
Q92841;HUMAN
Q9NVP1;HUMAN
Q92499;HUMAN
Q9UHI6;HUMAN
Q9NR30;HUMAN
Q9BUQ8;HUMAN
Q9GZR7;HUMAN
Q9UHL0;HUMAN
Q96GQ7;HUMAN
Q9NUL7;HUMAN
Q9H8H2;HUMAN
O15523;HUMAN
O00571;HUMAN
Q9UJV9;HUMAN
Q86XP3;HUMAN
Q9NXZ2;HUMAN
Q7L014;HUMAN
Q9H0S4;HUMAN
Q9Y6V7;HUMAN
Q9NQI0;HUMAN
Q9BQ39;HUMAN
Q8N8A6;HUMAN
Q9Y2R4;HUMAN
Q86TM3;HUMAN
Q8TDD1;HUMAN
Q8NHQ9;HUMAN
Q9NY93;HUMAN
Q5T1V6;HUMAN
O95786;HUMAN
P17844;HUMAN
Q8IY21;HUMAN
Q5H9U9;HUMAN
P26196;HUMAN
O75398;HUMAN
Q9P2X7;HUMAN
Q16698;HUMAN
Q9NUI1;HUMAN
Q8WXF8;HUMAN
O75618;HUMAN
P59665;HUMAN
P59666;HUMAN
P12838;HUMAN
Q01523;HUMAN
Q01524;HUMAN
P60022;HUMAN
Q9H4E7;HUMAN
Q6ZN54;HUMAN
Q9HBH1;HUMAN
O15121;HUMAN
Q6QHC5;HUMAN
P35659;HUMAN
Q14154;HUMAN
Q08495;HUMAN
Q6P3S1;HUMAN
Q8TEH3;HUMAN
Q8IV53;HUMAN
Q9ULE3;HUMAN
Q68D51;HUMAN
Q9H6A0;HUMAN
O75064;HUMAN
Q5VZ89;HUMAN
Q6IQ26;HUMAN
Q6ZUT9;HUMAN
Q8IWF6;HUMAN
Q8NEG7;HUMAN
A2RUS2;HUMAN
O94850;HUMAN
O43583;HUMAN
Q9Y315;HUMAN
Q5TB30;HUMAN
Q8WUY9;HUMAN
Q8N2C3;HUMAN
O75140;HUMAN
Q96QD5;HUMAN
Q9NTK1;HUMAN
Q9BUN8;HUMAN
Q9GZP9;HUMAN
Q96Q80;HUMAN
Q07507;HUMAN
Q6ICB0;HUMAN
Q9BSY9;HUMAN
P17661;HUMAN
P60981;HUMAN
P15924;HUMAN
Q7L5Y6;HUMAN
Q05D60;HUMAN
O95424;HUMAN
O15263;HUMAN
O00273;HUMAN
O76075;HUMAN
O60443;HUMAN
Q6IED9;HUMAN
Q6ZPD8;HUMAN
O75907;HUMAN
Q96PD7;HUMAN
Q9BY27;HUMAN
Q96DF8;HUMAN
Q14129;HUMAN
Q8WYQ5;HUMAN
P23743;HUMAN
Q9Y6T7;HUMAN
Q16760;HUMAN
P52429;HUMAN
P49619;HUMAN
Q86XP1;HUMAN
Q5KSL6;HUMAN
P52824;HUMAN
O75912;HUMAN
Q13574;HUMAN
Q9Y4D2;HUMAN
Q8NCG7;HUMAN
Q16854;HUMAN
Q3LXA3;HUMAN
Q9P1J3;HUMAN
Q8NBQ5;HUMAN
Q53GQ0;HUMAN
Q7Z5P4;HUMAN
Q9BPX1;HUMAN
P14061;HUMAN
P37059;HUMAN
P37058;HUMAN
P51659;HUMAN
P56937;HUMAN
Q92506;HUMAN
Q15392;HUMAN
Q9UBM7;HUMAN
Q86SQ9;HUMAN
Q9UQ10;HUMAN
P00367;HUMAN
P49448;HUMAN
O43323;HUMAN
Q7Z5J1;HUMAN
P28845;HUMAN
P80365;HUMAN
P09417;HUMAN
Q6UWP2;HUMAN
A0PJE2;HUMAN
Q6UX07;HUMAN
Q96LJ7;HUMAN
Q13268;HUMAN
O75911;HUMAN
Q9BTZ2;HUMAN
Q9Y394;HUMAN
Q9BPW9;HUMAN
Q8N5I4;HUMAN
P31040;HUMAN
P21912;HUMAN
O14521;HUMAN
Q00796;HUMAN
Q96HY7;HUMAN
O43143;HUMAN
O60231;HUMAN
Q7Z478;HUMAN
Q7L2E3;HUMAN
Q7L7V1;HUMAN
Q9H6R0;HUMAN
Q14147;HUMAN
Q9H5Z1;HUMAN
Q8IY37;HUMAN
Q8IX18;HUMAN
Q9H2U1;HUMAN
Q6P158;HUMAN
Q96C10;HUMAN
Q14562;HUMAN
Q08211;HUMAN
P49366;HUMAN
Q8TF46;HUMAN
Q8IYB7;HUMAN
Q9H7Y0;HUMAN
Q8NDZ4;HUMAN
Q01459;HUMAN
O60879;HUMAN
Q9NSV4;HUMAN
O60610;HUMAN
Q9UBX3;HUMAN
Q9UPY3;HUMAN
Q9BTC0;HUMAN
Q68CQ4;HUMAN
Q9UNQ2;HUMAN
Q14689;HUMAN
Q9P265;HUMAN
Q9Y2E4;HUMAN
Q96HU8;HUMAN
O95057;HUMAN
Q969H9;HUMAN
O95661;HUMAN
Q96SL1;HUMAN
Q9NRI5;HUMAN
Q96F81;HUMAN
A7MBM2;HUMAN
Q155Q3;HUMAN
Q9UBS4;HUMAN
Q9NXW2;HUMAN
P59910;HUMAN
Q8TBM8;HUMAN
Q8IXB1;HUMAN
Q9NVH1;HUMAN
Q9UKB3;HUMAN
O75165;HUMAN
Q6Y2X3;HUMAN
Q9Y5T4;HUMAN
Q9Y2G8;HUMAN
Q9NVM6;HUMAN
Q9H819;HUMAN
Q5F1R6;HUMAN
Q8N4W6;HUMAN
Q6P3W2;HUMAN
Q9H1X3;HUMAN
Q9NZQ0;HUMAN
Q9NX36;HUMAN
Q96LL9;HUMAN
O60832;HUMAN
Q9UBU2;HUMAN
O94907;HUMAN
Q9UBP4;HUMAN
Q9UBT3;HUMAN
Q9UK85;HUMAN
P09622;HUMAN
Q9Y238;HUMAN
Q12959;HUMAN
Q15700;HUMAN
Q92796;HUMAN
Q8TDM6;HUMAN
P78352;HUMAN
O14490;HUMAN
Q9P1A6;HUMAN
